"feature_id","protein","uniprot_accession","source","source_record_id","evidence_scope","evidence_code","publication_id_type","publication_id","pubmed_id","doi","title","journal","year","authors","publication_url"
"UniProtKB:P04637:3e8a8936","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","16793544","16793544","10.1016/j.molcel.2006.05.015","Structural basis of DNA recognition by p53 tetramers.","Mol. Cell","2006","Kitayner M.;Rozenberg H.;Kessler N.;Rabinovich D.;Shaulov L.;Haran T.E.;Shakked Z.","https://pubmed.ncbi.nlm.nih.gov/16793544/"
"UniProtKB:P04637:3e8a8936","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","18996393","18996393","10.1016/j.jmb.2008.10.063","Structural basis of restoring sequence-specific DNA binding and transactivation to mutant p53 by suppressor mutations.","J. Mol. Biol.","2009","Suad O.;Rozenberg H.;Brosh R.;Diskin-Posner Y.;Kessler N.;Shimon L.J.;Frolow F.;Liran A.;Rotter V.;Shakked Z.","https://pubmed.ncbi.nlm.nih.gov/18996393/"
"UniProtKB:P04637:3e8a8936","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","20364130","20364130","10.1038/nsmb.1800","Diversity in DNA recognition by p53 revealed by crystal structures with Hoogsteen base pairs.","Nat. Struct. Mol. Biol.","2010","Kitayner M.;Rozenberg H.;Rohs R.;Suad O.;Rabinovich D.;Honig B.;Shakked Z.","https://pubmed.ncbi.nlm.nih.gov/20364130/"
"UniProtKB:P04637:176b874d","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","25732823","25732823","10.1016/j.celrep.2015.01.066","DBC1 functions as a tumor suppressor by regulating p53 stability.","Cell Rep.","2015","Qin B.;Minter-Dykhouse K.;Yu J.;Zhang J.;Liu T.;Zhang H.;Lee S.;Kim J.;Wang L.;Lou Z.","https://pubmed.ncbi.nlm.nih.gov/25732823/"
"UniProtKB:P04637:4b91feae","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","15186775","15186775","10.1016/j.cell.2004.05.009","Ordered cooperative functions of PRMT1, p300, and CARM1 in transcriptional activation by p53.","Cell","2004","An W.;Kim J.;Roeder R.G.","https://pubmed.ncbi.nlm.nih.gov/15186775/"
"UniProtKB:P04637:659f17ab","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","31953488","31953488","10.1038/s41598-020-57521-w","Liquid-like droplet formation by tumor suppressor p53 induced by multivalent electrostatic interactions between two disordered domains.","Sci. Rep.","2020","Kamagata K.;Kanbayashi S.;Honda M.;Itoh Y.;Takahashi H.;Kameda T.;Nagatsugi F.;Takahashi S.","https://pubmed.ncbi.nlm.nih.gov/31953488/"
"UniProtKB:P04637:5c652c3d","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","17719541","17719541","10.1016/j.cell.2007.06.013","Hzf Determines cell survival upon genotoxic stress by modulating p53 transactivation.","Cell","2007","Das S.;Raj L.;Zhao B.;Kimura Y.;Bernstein A.;Aaronson S.A.;Lee S.W.","https://pubmed.ncbi.nlm.nih.gov/17719541/"
"UniProtKB:P04637:301becb5","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","19509332","19509332","10.1073/pnas.0901864106","JFK, a Kelch domain-containing F-box protein, links the SCF complex to p53 regulation.","Proc. Natl. Acad. Sci. U.S.A.","2009","Sun L.;Shi L.;Li W.;Yu W.;Liang J.;Zhang H.;Yang X.;Wang Y.;Li R.;Yao X.;Yi X.;Shang Y.","https://pubmed.ncbi.nlm.nih.gov/19509332/"
"UniProtKB:P04637:3a4c6222","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","10644996","10644996","10.1038/sj.onc.1203250","p53 is involved in the p120E4F-mediated growth arrest.","Oncogene","2000","Sandy P.;Gostissa M.;Fogal V.;Cecco L.D.;Szalay K.;Rooney R.J.;Schneider C.;Del Sal G.","https://pubmed.ncbi.nlm.nih.gov/10644996/"
"UniProtKB:P04637:27346363","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000256","SAM","MobiDB-lite","","","","","","",""
"UniProtKB:P04637:44763689","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","15186775","15186775","10.1016/j.cell.2004.05.009","Ordered cooperative functions of PRMT1, p300, and CARM1 in transcriptional activation by p53.","Cell","2004","An W.;Kim J.;Roeder R.G.","https://pubmed.ncbi.nlm.nih.gov/15186775/"
"UniProtKB:P04637:3bc5c79c","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","31953488","31953488","10.1038/s41598-020-57521-w","Liquid-like droplet formation by tumor suppressor p53 induced by multivalent electrostatic interactions between two disordered domains.","Sci. Rep.","2020","Kamagata K.;Kanbayashi S.;Honda M.;Itoh Y.;Takahashi H.;Kameda T.;Nagatsugi F.;Takahashi S.","https://pubmed.ncbi.nlm.nih.gov/31953488/"
"UniProtKB:P04637:3bc5c79c","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","36108750","36108750","10.1016/j.ijbiomac.2022.09.087","Phase separation of p53 induced by its unstructured basic region and prevented by oncogenic mutations in tetramerization domain.","Int. J. Biol. Macromol.","2022","Chen C.;Fu G.;Guo Q.;Xue S.;Luo S.Z.","https://pubmed.ncbi.nlm.nih.gov/36108750/"
"UniProtKB:P04637:3dfdd278","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","29681526","29681526","10.1016/j.chembiol.2018.03.010","A Designed Peptide Targets Two Types of Modifications of p53 with Anti-cancer Activity.","Cell Chem. Biol.","2018","Liang L.;Wang H.;Shi H.;Li Z.;Yao H.;Bu Z.;Song N.;Li C.;Xiang D.;Zhang Y.;Wang J.;Hu Y.;Xu Q.;Ma Y.;Cheng Z.;Wang Y.;Zhao S.;Qian J.;Chen Y.;Fang J.Y.;Xu J.","https://pubmed.ncbi.nlm.nih.gov/29681526/"
"UniProtKB:P04637:091b5ae0","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000256","SAM","MobiDB-lite","","","","","","",""
"UniProtKB:P04637:3173c53d","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000256","SAM","MobiDB-lite","","","","","","",""
"UniProtKB:P04637:30b28fa1","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000256","SAM","MobiDB-lite","","","","","","",""
"UniProtKB:P04637:20aeb0f8","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","14534297","14534297","10.1074/jbc.m309732200","Crystal structure of a superstable mutant of human p53 core domain. Insights into the mechanism of rescuing oncogenic mutations.","J. Biol. Chem.","2004","Joerger A.C.;Allen M.D.;Fersht A.R.","https://pubmed.ncbi.nlm.nih.gov/14534297/"
"UniProtKB:P04637:20aeb0f8","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","16793544","16793544","10.1016/j.molcel.2006.05.015","Structural basis of DNA recognition by p53 tetramers.","Mol. Cell","2006","Kitayner M.;Rozenberg H.;Kessler N.;Rabinovich D.;Shaulov L.;Haran T.E.;Shakked Z.","https://pubmed.ncbi.nlm.nih.gov/16793544/"
"UniProtKB:P04637:20aeb0f8","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","17015838","17015838","10.1073/pnas.0607286103","Structural basis for understanding oncogenic p53 mutations and designing rescue drugs.","Proc. Natl. Acad. Sci. U.S.A.","2006","Joerger A.C.;Ang H.C.;Fersht A.R.","https://pubmed.ncbi.nlm.nih.gov/17015838/"
"UniProtKB:P04637:20aeb0f8","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","18650397","18650397","10.1073/pnas.0805326105","Targeted rescue of a destabilized mutant of p53 by an in silico screened drug.","Proc. Natl. Acad. Sci. U.S.A.","2008","Boeckler F.M.;Joerger A.C.;Jaggi G.;Rutherford T.J.;Veprintsev D.B.;Fersht A.R.","https://pubmed.ncbi.nlm.nih.gov/18650397/"
"UniProtKB:P04637:20aeb0f8","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","19515728","19515728","10.1093/protein/gzp018","Stabilising the DNA-binding domain of p53 by rational design of its hydrophobic core.","Protein Eng. Des. Sel.","2009","Khoo K.H.;Joerger A.C.;Freund S.M.;Fersht A.R.","https://pubmed.ncbi.nlm.nih.gov/19515728/"
"UniProtKB:P04637:20aeb0f8","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","20142040","20142040","10.1016/j.chembiol.2009.12.011","Toward the rational design of p53-stabilizing drugs: probing the surface of the oncogenic Y220C mutant.","Chem. Biol.","2010","Basse N.;Kaar J.L.;Settanni G.;Joerger A.C.;Rutherford T.J.;Fersht A.R.","https://pubmed.ncbi.nlm.nih.gov/20142040/"
"UniProtKB:P04637:20aeb0f8","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","20364130","20364130","10.1038/nsmb.1800","Diversity in DNA recognition by p53 revealed by crystal structures with Hoogsteen base pairs.","Nat. Struct. Mol. Biol.","2010","Kitayner M.;Rozenberg H.;Rohs R.;Suad O.;Rabinovich D.;Honig B.;Shakked Z.","https://pubmed.ncbi.nlm.nih.gov/20364130/"
"UniProtKB:P04637:709c7edd","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","14534297","14534297","10.1074/jbc.m309732200","Crystal structure of a superstable mutant of human p53 core domain. Insights into the mechanism of rescuing oncogenic mutations.","J. Biol. Chem.","2004","Joerger A.C.;Allen M.D.;Fersht A.R.","https://pubmed.ncbi.nlm.nih.gov/14534297/"
"UniProtKB:P04637:709c7edd","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","16793544","16793544","10.1016/j.molcel.2006.05.015","Structural basis of DNA recognition by p53 tetramers.","Mol. Cell","2006","Kitayner M.;Rozenberg H.;Kessler N.;Rabinovich D.;Shaulov L.;Haran T.E.;Shakked Z.","https://pubmed.ncbi.nlm.nih.gov/16793544/"
"UniProtKB:P04637:709c7edd","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","17015838","17015838","10.1073/pnas.0607286103","Structural basis for understanding oncogenic p53 mutations and designing rescue drugs.","Proc. Natl. Acad. Sci. U.S.A.","2006","Joerger A.C.;Ang H.C.;Fersht A.R.","https://pubmed.ncbi.nlm.nih.gov/17015838/"
"UniProtKB:P04637:709c7edd","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","18650397","18650397","10.1073/pnas.0805326105","Targeted rescue of a destabilized mutant of p53 by an in silico screened drug.","Proc. Natl. Acad. Sci. U.S.A.","2008","Boeckler F.M.;Joerger A.C.;Jaggi G.;Rutherford T.J.;Veprintsev D.B.;Fersht A.R.","https://pubmed.ncbi.nlm.nih.gov/18650397/"
"UniProtKB:P04637:709c7edd","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","19515728","19515728","10.1093/protein/gzp018","Stabilising the DNA-binding domain of p53 by rational design of its hydrophobic core.","Protein Eng. Des. Sel.","2009","Khoo K.H.;Joerger A.C.;Freund S.M.;Fersht A.R.","https://pubmed.ncbi.nlm.nih.gov/19515728/"
"UniProtKB:P04637:709c7edd","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","20142040","20142040","10.1016/j.chembiol.2009.12.011","Toward the rational design of p53-stabilizing drugs: probing the surface of the oncogenic Y220C mutant.","Chem. Biol.","2010","Basse N.;Kaar J.L.;Settanni G.;Joerger A.C.;Rutherford T.J.;Fersht A.R.","https://pubmed.ncbi.nlm.nih.gov/20142040/"
"UniProtKB:P04637:709c7edd","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","20364130","20364130","10.1038/nsmb.1800","Diversity in DNA recognition by p53 revealed by crystal structures with Hoogsteen base pairs.","Nat. Struct. Mol. Biol.","2010","Kitayner M.;Rozenberg H.;Rohs R.;Suad O.;Rabinovich D.;Honig B.;Shakked Z.","https://pubmed.ncbi.nlm.nih.gov/20364130/"
"UniProtKB:P04637:5121db88","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","14534297","14534297","10.1074/jbc.m309732200","Crystal structure of a superstable mutant of human p53 core domain. Insights into the mechanism of rescuing oncogenic mutations.","J. Biol. Chem.","2004","Joerger A.C.;Allen M.D.;Fersht A.R.","https://pubmed.ncbi.nlm.nih.gov/14534297/"
"UniProtKB:P04637:5121db88","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","16793544","16793544","10.1016/j.molcel.2006.05.015","Structural basis of DNA recognition by p53 tetramers.","Mol. Cell","2006","Kitayner M.;Rozenberg H.;Kessler N.;Rabinovich D.;Shaulov L.;Haran T.E.;Shakked Z.","https://pubmed.ncbi.nlm.nih.gov/16793544/"
"UniProtKB:P04637:5121db88","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","17015838","17015838","10.1073/pnas.0607286103","Structural basis for understanding oncogenic p53 mutations and designing rescue drugs.","Proc. Natl. Acad. Sci. U.S.A.","2006","Joerger A.C.;Ang H.C.;Fersht A.R.","https://pubmed.ncbi.nlm.nih.gov/17015838/"
"UniProtKB:P04637:5121db88","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","18650397","18650397","10.1073/pnas.0805326105","Targeted rescue of a destabilized mutant of p53 by an in silico screened drug.","Proc. Natl. Acad. Sci. U.S.A.","2008","Boeckler F.M.;Joerger A.C.;Jaggi G.;Rutherford T.J.;Veprintsev D.B.;Fersht A.R.","https://pubmed.ncbi.nlm.nih.gov/18650397/"
"UniProtKB:P04637:5121db88","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","19515728","19515728","10.1093/protein/gzp018","Stabilising the DNA-binding domain of p53 by rational design of its hydrophobic core.","Protein Eng. Des. Sel.","2009","Khoo K.H.;Joerger A.C.;Freund S.M.;Fersht A.R.","https://pubmed.ncbi.nlm.nih.gov/19515728/"
"UniProtKB:P04637:5121db88","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","20142040","20142040","10.1016/j.chembiol.2009.12.011","Toward the rational design of p53-stabilizing drugs: probing the surface of the oncogenic Y220C mutant.","Chem. Biol.","2010","Basse N.;Kaar J.L.;Settanni G.;Joerger A.C.;Rutherford T.J.;Fersht A.R.","https://pubmed.ncbi.nlm.nih.gov/20142040/"
"UniProtKB:P04637:5121db88","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","20364130","20364130","10.1038/nsmb.1800","Diversity in DNA recognition by p53 revealed by crystal structures with Hoogsteen base pairs.","Nat. Struct. Mol. Biol.","2010","Kitayner M.;Rozenberg H.;Rohs R.;Suad O.;Rabinovich D.;Honig B.;Shakked Z.","https://pubmed.ncbi.nlm.nih.gov/20364130/"
"UniProtKB:P04637:5381093d","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","14534297","14534297","10.1074/jbc.m309732200","Crystal structure of a superstable mutant of human p53 core domain. Insights into the mechanism of rescuing oncogenic mutations.","J. Biol. Chem.","2004","Joerger A.C.;Allen M.D.;Fersht A.R.","https://pubmed.ncbi.nlm.nih.gov/14534297/"
"UniProtKB:P04637:5381093d","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","16793544","16793544","10.1016/j.molcel.2006.05.015","Structural basis of DNA recognition by p53 tetramers.","Mol. Cell","2006","Kitayner M.;Rozenberg H.;Kessler N.;Rabinovich D.;Shaulov L.;Haran T.E.;Shakked Z.","https://pubmed.ncbi.nlm.nih.gov/16793544/"
"UniProtKB:P04637:5381093d","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","17015838","17015838","10.1073/pnas.0607286103","Structural basis for understanding oncogenic p53 mutations and designing rescue drugs.","Proc. Natl. Acad. Sci. U.S.A.","2006","Joerger A.C.;Ang H.C.;Fersht A.R.","https://pubmed.ncbi.nlm.nih.gov/17015838/"
"UniProtKB:P04637:5381093d","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","18650397","18650397","10.1073/pnas.0805326105","Targeted rescue of a destabilized mutant of p53 by an in silico screened drug.","Proc. Natl. Acad. Sci. U.S.A.","2008","Boeckler F.M.;Joerger A.C.;Jaggi G.;Rutherford T.J.;Veprintsev D.B.;Fersht A.R.","https://pubmed.ncbi.nlm.nih.gov/18650397/"
"UniProtKB:P04637:5381093d","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","19515728","19515728","10.1093/protein/gzp018","Stabilising the DNA-binding domain of p53 by rational design of its hydrophobic core.","Protein Eng. Des. Sel.","2009","Khoo K.H.;Joerger A.C.;Freund S.M.;Fersht A.R.","https://pubmed.ncbi.nlm.nih.gov/19515728/"
"UniProtKB:P04637:5381093d","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","20142040","20142040","10.1016/j.chembiol.2009.12.011","Toward the rational design of p53-stabilizing drugs: probing the surface of the oncogenic Y220C mutant.","Chem. Biol.","2010","Basse N.;Kaar J.L.;Settanni G.;Joerger A.C.;Rutherford T.J.;Fersht A.R.","https://pubmed.ncbi.nlm.nih.gov/20142040/"
"UniProtKB:P04637:5381093d","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","20364130","20364130","10.1038/nsmb.1800","Diversity in DNA recognition by p53 revealed by crystal structures with Hoogsteen base pairs.","Nat. Struct. Mol. Biol.","2010","Kitayner M.;Rozenberg H.;Rohs R.;Suad O.;Rabinovich D.;Honig B.;Shakked Z.","https://pubmed.ncbi.nlm.nih.gov/20364130/"
"UniProtKB:P04637:450c8925","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","16793544","16793544","10.1016/j.molcel.2006.05.015","Structural basis of DNA recognition by p53 tetramers.","Mol. Cell","2006","Kitayner M.;Rozenberg H.;Kessler N.;Rabinovich D.;Shaulov L.;Haran T.E.;Shakked Z.","https://pubmed.ncbi.nlm.nih.gov/16793544/"
"UniProtKB:P04637:450c8925","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","18996393","18996393","10.1016/j.jmb.2008.10.063","Structural basis of restoring sequence-specific DNA binding and transactivation to mutant p53 by suppressor mutations.","J. Mol. Biol.","2009","Suad O.;Rozenberg H.;Brosh R.;Diskin-Posner Y.;Kessler N.;Shimon L.J.;Frolow F.;Liran A.;Rotter V.;Shakked Z.","https://pubmed.ncbi.nlm.nih.gov/18996393/"
"UniProtKB:P04637:450c8925","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","20364130","20364130","10.1038/nsmb.1800","Diversity in DNA recognition by p53 revealed by crystal structures with Hoogsteen base pairs.","Nat. Struct. Mol. Biol.","2010","Kitayner M.;Rozenberg H.;Rohs R.;Suad O.;Rabinovich D.;Honig B.;Shakked Z.","https://pubmed.ncbi.nlm.nih.gov/20364130/"
"UniProtKB:P04637:0d4ff566","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","18022393","18022393","10.1016/j.febslet.2007.11.022","Novel homeodomain-interacting protein kinase family member, HIPK4, phosphorylates human p53 at serine 9.","FEBS Lett.","2007","Arai S.;Matsushita A.;Du K.;Yagi K.;Okazaki Y.;Kurokawa R.","https://pubmed.ncbi.nlm.nih.gov/18022393/"
"UniProtKB:P04637:44553eb8","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","10570149","10570149","10.1073/pnas.96.24.13777","Phosphorylation of Ser-20 mediates stabilization of human p53 in response to DNA damage.","Proc. Natl. Acad. Sci. U.S.A.","1999","Chehab N.H.;Malikzay A.;Stavridi E.S.;Halazonetis T.D.","https://pubmed.ncbi.nlm.nih.gov/10570149/"
"UniProtKB:P04637:44553eb8","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","11554766","11554766","10.1006/bbrc.2001.5627","Cell cycle regulation via p53 phosphorylation by a 5'-AMP activated protein kinase activator, 5-aminoimidazole-4-carboxamide-1-beta-D-ribofuranoside, in a human hepatocellular carcinoma cell line.","Biochem. Biophys. Res. Commun.","2001","Imamura K.;Ogura T.;Kishimoto A.;Kaminishi M.;Esumi H.","https://pubmed.ncbi.nlm.nih.gov/11554766/"
"UniProtKB:P04637:44553eb8","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","15866171","15866171","10.1016/j.molcel.2005.03.027","AMP-activated protein kinase induces a p53-dependent metabolic checkpoint.","Mol. Cell","2005","Jones R.G.;Plas D.R.;Kubek S.;Buzzai M.;Mu J.;Xu Y.;Birnbaum M.J.;Thompson C.B.","https://pubmed.ncbi.nlm.nih.gov/15866171/"
"UniProtKB:P04637:44553eb8","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","17108107","17108107","10.1158/0008-5472.can-06-0999","LKB1 is recruited to the p21/WAF1 promoter by p53 to mediate transcriptional activation.","Cancer Res.","2006","Zeng P.Y.;Berger S.L.","https://pubmed.ncbi.nlm.nih.gov/17108107/"
"UniProtKB:P04637:44553eb8","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","17591690","17591690","10.1242/jcs.03468","Stabilization and activation of p53 induced by Cdk5 contributes to neuronal cell death.","J. Cell Sci.","2007","Lee J.-H.;Kim H.-S.;Lee S.-J.;Kim K.-T.","https://pubmed.ncbi.nlm.nih.gov/17591690/"
"UniProtKB:P04637:44553eb8","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","17967874","17967874","10.1128/mcb.00983-07","Serine 15 phosphorylation of p53 directs its interaction with B56gamma and the tumor suppressor activity of B56gamma-specific protein phosphatase 2A.","Mol. Cell. Biol.","2008","Shouse G.P.;Cai X.;Liu X.","https://pubmed.ncbi.nlm.nih.gov/17967874/"
"UniProtKB:P04637:44553eb8","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","21317932","21317932","10.1038/onc.2011.19","A new role of NUAK1: directly phosphorylating p53 and regulating cell proliferation.","Oncogene","2011","Hou X.;Liu J.E.;Liu W.;Liu C.Y.;Liu Z.Y.;Sun Z.Y.","https://pubmed.ncbi.nlm.nih.gov/21317932/"
"UniProtKB:P04637:44553eb8","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","28842590","28842590","10.1038/s41598-017-09779-w","DDX3 localizes to the centrosome and prevents multipolar mitosis by epigenetically and translationally modulating p53 expression.","Sci. Rep.","2017","Chen W.J.;Wang W.T.;Tsai T.Y.;Li H.K.;Lee Y.W.","https://pubmed.ncbi.nlm.nih.gov/28842590/"
"UniProtKB:P04637:43b0f3d4","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","10606744","10606744","10.1016/s0014-5793(99)01647-6","Protein kinase CK1 is a p53-threonine 18 kinase which requires prior phosphorylation of serine 15.","FEBS Lett.","1999","Dumaz N.;Milne D.M.;Meek D.W.","https://pubmed.ncbi.nlm.nih.gov/10606744/"
"UniProtKB:P04637:43b0f3d4","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","10951572","10951572","10.1038/sj.onc.1203709","The human vaccinia-related kinase 1 (VRK1) phosphorylates threonine-18 within the mdm-2 binding site of the p53 tumour suppressor protein.","Oncogene","2000","Lopez-Borges S.;Lazo P.A.","https://pubmed.ncbi.nlm.nih.gov/10951572/"
"UniProtKB:P04637:43b0f3d4","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","16704422","16704422","10.1111/j.1742-4658.2006.05256.x","The subcellular localization of vaccinia-related kinase-2 (VRK2) isoforms determines their different effect on p53 stability in tumour cell lines.","FEBS J.","2006","Blanco S.;Klimcakova L.;Vega F.M.;Lazo P.A.","https://pubmed.ncbi.nlm.nih.gov/16704422/"
"UniProtKB:P04637:43b0f3d4","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","31527692","31527692","10.1038/s41598-019-49821-7","VRK1 functional insufficiency due to alterations in protein stability or kinase activity of human VRK1 pathogenic variants implicated in neuromotor syndromes.","Sci. Rep.","2019","Martin-Doncel E.;Rojas A.M.;Cantarero L.;Lazo P.A.","https://pubmed.ncbi.nlm.nih.gov/31527692/"
"UniProtKB:P04637:159158ba","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","10570149","10570149","10.1073/pnas.96.24.13777","Phosphorylation of Ser-20 mediates stabilization of human p53 in response to DNA damage.","Proc. Natl. Acad. Sci. U.S.A.","1999","Chehab N.H.;Malikzay A.;Stavridi E.S.;Halazonetis T.D.","https://pubmed.ncbi.nlm.nih.gov/10570149/"
"UniProtKB:P04637:159158ba","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","11447225","11447225","10.1074/jbc.m104157200","Reactive oxygen species-induced phosphorylation of p53 on serine 20 is mediated in part by polo-like kinase-3.","J. Biol. Chem.","2001","Xie S.;Wang Q.;Wu H.;Cogswell J.;Lu L.;Jhanwar-Uniyal M.;Dai W.","https://pubmed.ncbi.nlm.nih.gov/11447225/"
"UniProtKB:P04637:159158ba","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","11551930","11551930","10.1074/jbc.m106050200","Plk3 functionally links DNA damage to cell cycle arrest and apoptosis at least in part via the p53 pathway.","J. Biol. Chem.","2001","Xie S.;Wu H.;Wang Q.;Cogswell J.P.;Husain I.;Conn C.;Stambrook P.;Jhanwar-Uniyal M.;Dai W.","https://pubmed.ncbi.nlm.nih.gov/11551930/"
"UniProtKB:P04637:159158ba","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","12810724","12810724","10.1074/jbc.m301264200","The promyelocytic leukemia protein protects p53 from Mdm2-mediated inhibition and degradation.","J. Biol. Chem.","2003","Louria-Hayon I.;Grossman T.;Sionov R.V.;Alsheich O.;Pandolfi P.P.;Haupt Y.","https://pubmed.ncbi.nlm.nih.gov/12810724/"
"UniProtKB:P04637:159158ba","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","20041275","20041275","10.1007/s00018-009-0236-7","Isoform specific phosphorylation of p53 by protein kinase CK1.","Cell. Mol. Life Sci.","2010","Venerando A.;Marin O.;Cozza G.;Bustos V.H.;Sarno S.;Pinna L.A.","https://pubmed.ncbi.nlm.nih.gov/20041275/"
"UniProtKB:P04637:0eb3f492","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","17591690","17591690","10.1242/jcs.03468","Stabilization and activation of p53 induced by Cdk5 contributes to neuronal cell death.","J. Cell Sci.","2007","Lee J.-H.;Kim H.-S.;Lee S.-J.;Kim K.-T.","https://pubmed.ncbi.nlm.nih.gov/17591690/"
"UniProtKB:P04637:0eb3f492","TP53","P04637","UniProtKB","P04637","feature_evidence","ECO:0000269","PubMed","9372954","9372954","10.1128/mcb.17.12.7220","p53 is phosphorylated by CDK7-cyclin H in a p36MAT1-dependent manner.","Mol. Cell. Biol.","1997","Ko L.J.;Shieh S.-Y.;Chen X.;Jayaraman L.;Tamai K.;Taya Y.;Prives C.;Pan Z.-Q.","https://pubmed.ncbi.nlm.nih.gov/9372954/"
