"reference_run","comparison_run","reference_cluster_id","comparison_cluster_id","shared_residues","union_residues","jaccard","dice","overlap_coefficient","reference_recall","comparison_precision","size_difference","left_boundary_shift","right_boundary_shift","centroid_shift","reference_p_any","comparison_p_any","delta_p_any","log10_p_ratio","reference_significant","comparison_significant","significance_flip","protein","n_sim","plddt_threshold"
"PTEN_trials1000_plddt0","PTEN_trials100_plddt0","cluster_0132","cluster_0131",7,7,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",100,0
"PTEN_trials1000_plddt0","PTEN_trials100_plddt0","cluster_0133","cluster_0132",4,4,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",100,0
"PTEN_trials1000_plddt0","PTEN_trials100_plddt0","cluster_0134","cluster_0133",7,7,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",100,0
"PTEN_trials1000_plddt0","PTEN_trials100_plddt0","cluster_0135","cluster_0134",8,8,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",100,0
"PTEN_trials1000_plddt0","PTEN_trials100_plddt0","cluster_0136","cluster_0135",6,6,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",100,0
"PTEN_trials1000_plddt0","PTEN_trials100_plddt0","cluster_0137","cluster_0136",5,5,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",100,0
"PTEN_trials1000_plddt0","PTEN_trials100_plddt0","cluster_0138","cluster_0137",7,7,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",100,0
"PTEN_trials1000_plddt0","PTEN_trials100_plddt0","cluster_0139","cluster_0138",11,11,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",100,0
"PTEN_trials1000_plddt0","PTEN_trials100_plddt0","cluster_0140","cluster_0139",4,4,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",100,0
"PTEN_trials1000_plddt0","PTEN_trials100_plddt0","cluster_0141","cluster_0140",9,9,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",100,0
"PTEN_trials1000_plddt0","PTEN_trials100_plddt0","cluster_0142","cluster_0141",12,12,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",100,0
"PTEN_trials1000_plddt0","PTEN_trials100_plddt0","cluster_0143","cluster_0142",10,10,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",100,0
"PTEN_trials1000_plddt0","PTEN_trials100_plddt0","cluster_0144","cluster_0143",13,13,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",100,0
"PTEN_trials1000_plddt0","PTEN_trials100_plddt0","cluster_0145","cluster_0144",9,9,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",100,0
"PTEN_trials1000_plddt0","PTEN_trials100_plddt0","cluster_0146","cluster_0145",16,16,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",100,0
"PTEN_trials1000_plddt0","PTEN_trials100_plddt0","cluster_0147","cluster_0146",4,4,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",100,0
"PTEN_trials1000_plddt0","PTEN_trials100_plddt0","cluster_0148","cluster_0147",10,10,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",100,0
"PTEN_trials1000_plddt0","PTEN_trials100_plddt0","cluster_0149","cluster_0148",6,6,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",100,0
"PTEN_trials1000_plddt0","PTEN_trials100_plddt0","cluster_0150","cluster_0149",9,9,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",100,0
"PTEN_trials1000_plddt0","PTEN_trials100_plddt0","cluster_0151","cluster_0150",8,8,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",100,0
"PTEN_trials1000_plddt0","PTEN_trials100_plddt0","cluster_0152","cluster_0151",7,7,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",100,0
"PTEN_trials1000_plddt0","PTEN_trials100_plddt0","cluster_0153","cluster_0152",13,13,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",100,0
"PTEN_trials1000_plddt0","PTEN_trials100_plddt0","cluster_0154","cluster_0153",26,26,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",100,0
"PTEN_trials1000_plddt0","PTEN_trials100_plddt0","cluster_0155","cluster_0154",4,4,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",100,0
"PTEN_trials1000_plddt0","PTEN_trials100_plddt0","cluster_0156","cluster_0155",10,10,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",100,0
"PTEN_trials1000_plddt0","PTEN_trials100_plddt0","cluster_0157","cluster_0156",20,20,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",100,0
"PTEN_trials1000_plddt0","PTEN_trials100_plddt0","cluster_0158","cluster_0157",23,23,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",100,0
"PTEN_trials1000_plddt0","PTEN_trials100_plddt0","cluster_0159","cluster_0158",14,14,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",100,0
"PTEN_trials1000_plddt0","PTEN_trials100_plddt0","cluster_0160","cluster_0160",5,5,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",100,0
"PTEN_trials1000_plddt0","PTEN_trials100_plddt0","cluster_0161","cluster_0161",5,5,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",100,0
"PTEN_trials1000_plddt0","PTEN_trials100_plddt0","cluster_0162","cluster_0162",43,43,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",100,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0001","cluster_0001",1,1,1,1,1,1,1,0,0,0,0,0.153692614770459,0.455445544554455,0.301752929783996,0.471783458593695,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0002","cluster_0002",1,1,1,1,1,1,1,0,0,0,0,0.153692614770459,0.455445544554455,0.301752929783996,0.471783458593695,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0003","cluster_0003",1,1,1,1,1,1,1,0,0,0,0,0.153692614770459,0.455445544554455,0.301752929783996,0.471783458593695,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0004","cluster_0004",1,1,1,1,1,1,1,0,0,0,0,0.153692614770459,0.455445544554455,0.301752929783996,0.471783458593695,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0005","cluster_0005",1,1,1,1,1,1,1,0,0,0,0,0.153692614770459,0.455445544554455,0.301752929783996,0.471783458593695,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0006","cluster_0006",1,1,1,1,1,1,1,0,0,0,0,0.153692614770459,0.455445544554455,0.301752929783996,0.471783458593695,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0007","cluster_0007",1,1,1,1,1,1,1,0,0,0,0,0.153692614770459,0.455445544554455,0.301752929783996,0.471783458593695,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0008","cluster_0008",2,2,1,1,1,1,1,0,0,0,0,0.153692614770459,0.455445544554455,0.301752929783996,0.471783458593695,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0009","cluster_0009",2,2,1,1,1,1,1,0,0,0,0,0.153692614770459,0.455445544554455,0.301752929783996,0.471783458593695,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0010","cluster_0010",2,2,1,1,1,1,1,0,0,0,0,0.153692614770459,0.455445544554455,0.301752929783996,0.471783458593695,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0011","cluster_0011",2,2,1,1,1,1,1,0,0,0,0,0.153692614770459,0.455445544554455,0.301752929783996,0.471783458593695,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0012","cluster_0012",2,2,1,1,1,1,1,0,0,0,0,0.153692614770459,0.455445544554455,0.301752929783996,0.471783458593695,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0013","cluster_0013",3,3,1,1,1,1,1,0,0,0,0,0.153692614770459,0.455445544554455,0.301752929783996,0.471783458593695,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0014","cluster_0014",4,4,1,1,1,1,1,0,0,0,0,0.153692614770459,0.455445544554455,0.301752929783996,0.471783458593695,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0015","cluster_0015",5,5,1,1,1,1,1,0,0,0,0,0.153692614770459,0.455445544554455,0.301752929783996,0.471783458593695,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0016","cluster_0016",6,6,1,1,1,1,1,0,0,0,0,0.153692614770459,0.455445544554455,0.301752929783996,0.471783458593695,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0017","cluster_0017",4,4,1,1,1,1,1,0,0,0,0,0.153692614770459,0.455445544554455,0.301752929783996,0.471783458593695,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0018","cluster_0018",4,4,1,1,1,1,1,0,0,0,0,0.153692614770459,0.455445544554455,0.301752929783996,0.471783458593695,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0019","cluster_0019",4,4,1,1,1,1,1,0,0,0,0,0.153692614770459,0.455445544554455,0.301752929783996,0.471783458593695,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0020","cluster_0020",4,4,1,1,1,1,1,0,0,0,0,0.153692614770459,0.455445544554455,0.301752929783996,0.471783458593695,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0021","cluster_0021",8,8,1,1,1,1,1,0,0,0,0,0.153692614770459,0.455445544554455,0.301752929783996,0.471783458593695,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0022","cluster_0023",8,8,1,1,1,1,1,0,0,0,0,0.153692614770459,0.455445544554455,0.301752929783996,0.471783458593695,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0023","cluster_0024",14,14,1,1,1,1,1,0,0,0,0,0.153692614770459,0.455445544554455,0.301752929783996,0.471783458593695,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0024","cluster_0025",9,9,1,1,1,1,1,0,0,0,0,0.153692614770459,0.455445544554455,0.301752929783996,0.471783458593695,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0025","cluster_0026",12,12,1,1,1,1,1,0,0,0,0,0.153692614770459,0.455445544554455,0.301752929783996,0.471783458593695,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0026","cluster_0027",20,20,1,1,1,1,1,0,0,0,0,0.153692614770459,0.455445544554455,0.301752929783996,0.471783458593695,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0027","cluster_0028",10,10,1,1,1,1,1,0,0,0,0,0.153692614770459,0.455445544554455,0.301752929783996,0.471783458593695,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0028","cluster_0030",30,30,1,1,1,1,1,0,0,0,0,0.153692614770459,0.455445544554455,0.301752929783996,0.471783458593695,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0029","cluster_0031",35,35,1,1,1,1,1,0,0,0,0,0.153692614770459,0.455445544554455,0.301752929783996,0.471783458593695,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0030","cluster_0032",40,40,1,1,1,1,1,0,0,0,0,0.153692614770459,0.455445544554455,0.301752929783996,0.471783458593695,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0031","cluster_0033",57,57,1,1,1,1,1,0,0,0,0,0.153692614770459,0.455445544554455,0.301752929783996,0.471783458593695,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0032","cluster_0022",8,8,1,1,1,1,1,0,0,0,0,0.153692614770459,0.455445544554455,0.301752929783996,0.471783458593695,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0033","cluster_0034",3,3,1,1,1,1,1,0,0,0,0,0.153692614770459,0.455445544554455,0.301752929783996,0.471783458593695,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0034","cluster_0035",4,4,1,1,1,1,1,0,0,0,0,0.153692614770459,0.455445544554455,0.301752929783996,0.471783458593695,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0035","cluster_0036",9,9,1,1,1,1,1,0,0,0,0,0.153692614770459,0.455445544554455,0.301752929783996,0.471783458593695,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0036","cluster_0037",83,83,1,1,1,1,1,0,0,0,0,0.153692614770459,0.455445544554455,0.301752929783996,0.471783458593695,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0037","cluster_0029",20,20,1,1,1,1,1,0,0,0,0,0.153692614770459,0.455445544554455,0.301752929783996,0.471783458593695,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0038","cluster_0038",8,8,1,1,1,1,1,0,0,0,0,0.153692614770459,0.455445544554455,0.301752929783996,0.471783458593695,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0039","cluster_0040",1,1,1,1,1,1,1,0,0,0,0,0.640718562874252,0.94059405940594,0.299875496531689,0.166734924968579,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0040","cluster_0041",2,2,1,1,1,1,1,0,0,0,0,0.880239520958084,0.99009900990099,0.109859488942906,0.0510777626167646,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0041","cluster_0039",21,21,1,1,1,1,1,0,0,0,0,0.892215568862275,0.782178217821782,-0.110037351040493,-0.0571640797568919,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0042","cluster_0159",37,37,1,1,1,1,1,0,0,0,0,0.908183632734531,1,0.091816367265469,0.0418263292101333,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0043","cluster_0084",2,2,1,1,1,1,1,0,0,0,0,0.992015968063872,1,0.00798403193612773,0.0034813371339136,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0044","cluster_0042",1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0045","cluster_0043",1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0046","cluster_0044",1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0047","cluster_0045",1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0048","cluster_0046",1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0049","cluster_0047",1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0050","cluster_0048",1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0051","cluster_0049",1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0052","cluster_0050",1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0053","cluster_0051",1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0054","cluster_0052",1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0055","cluster_0053",1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0056","cluster_0054",1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0057","cluster_0055",1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0058","cluster_0056",1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0059","cluster_0057",1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0060","cluster_0058",1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0061","cluster_0059",1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0062","cluster_0060",1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0063","cluster_0061",1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0064","cluster_0062",1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0065","cluster_0063",1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0066","cluster_0064",1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0067","cluster_0065",1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0068","cluster_0066",2,2,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0069","cluster_0067",2,2,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0070","cluster_0068",2,2,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0071","cluster_0069",2,2,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0072","cluster_0070",2,2,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0073","cluster_0071",2,2,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0074","cluster_0072",2,2,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0075","cluster_0073",2,2,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0076","cluster_0074",2,2,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0077","cluster_0075",2,2,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0078","cluster_0076",2,2,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0079","cluster_0077",2,2,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0080","cluster_0078",2,2,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0081","cluster_0079",2,2,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0082","cluster_0080",2,2,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0083","cluster_0081",2,2,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0084","cluster_0082",2,2,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0085","cluster_0083",2,2,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0086","cluster_0085",2,2,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0087","cluster_0086",2,2,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0088","cluster_0087",2,2,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0089","cluster_0088",2,2,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0090","cluster_0089",2,2,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0091","cluster_0090",2,2,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0092","cluster_0091",2,2,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0093","cluster_0092",4,4,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0094","cluster_0093",3,3,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0095","cluster_0094",2,2,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0096","cluster_0095",2,2,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0097","cluster_0096",4,4,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
"PTEN_trials1000_plddt0","PTEN_trials200_plddt0","cluster_0098","cluster_0097",4,4,1,1,1,1,1,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,"PTEN",200,0
