seed,n_closest,n_sim,elapsed_sec,analysis_type,exon_orders,n_exons,n_subjects,n_events,diameter_1d,diameter_3d,p_1d_size,p_3d_size,p_1d_joint,p_3d_joint,p_any_joint,p_hotspot_omnibus,significant_1d,significant_3d,significant_any,hotspot_class
20260903,5,1000,439.890123844147,HOMDEL,7;8,2,14,14,1,4.50447228016122,0.345309381237525,0.337325349301397,0.932135728542914,0.932135728542914,0.932135728542914,0.932135728542914,False,False,False,Weak clustering evidence
20260903,5,1000,439.890123844147,HOMDEL,6;9,2,15,15,3,4.77930080439185,0.391217564870259,0.373253493013972,0.962075848303393,0.962075848303393,0.962075848303393,0.962075848303393,False,False,False,Weak clustering evidence
20260903,5,1000,439.890123844147,HOMDEL,6;7;8;9,4,15,15,3,8.87616612257633,0.391217564870259,0.391217564870259,0.962075848303393,0.962075848303393,0.962075848303393,0.962075848303393,False,False,False,Weak clustering evidence
20260903,5,1000,439.890123844147,HOMDEL,7;8;9,3,15,15,2,8.87616612257633,0.391217564870259,0.391217564870259,0.962075848303393,0.962075848303393,0.962075848303393,0.962075848303393,False,False,False,Weak clustering evidence
20260903,5,1000,439.890123844147,HOMDEL,5;6,2,19,20,1,5.15928912557371,0.696606786427146,0.726546906187625,1.0,1.0,1.0,1.0,False,False,False,Weak clustering evidence
20260903,5,1000,439.890123844147,HOMDEL,5;6;7;8;9,5,20,21,4,10.1592312730255,0.832335329341317,0.832335329341317,1.0,1.0,1.0,1.0,False,False,False,Weak clustering evidence
20260903,5,1000,439.890123844147,HOMDEL,1;2;3;4;5;6;7;8;9,9,34,35,8,28.5615062085365,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,Weak clustering evidence
20260903,5,1000,439.890123844147,HOMDEL,1,1,3,3,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
20260903,5,1000,439.890123844147,HOMDEL,2,1,26,26,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
20260903,5,1000,439.890123844147,HOMDEL,3,1,25,25,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
20260903,5,1000,439.890123844147,HOMDEL,4,1,19,19,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
20260903,5,1000,439.890123844147,HOMDEL,5,1,19,19,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
20260903,5,1000,439.890123844147,HOMDEL,6,1,14,14,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
20260903,5,1000,439.890123844147,HOMDEL,7,1,14,14,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
20260903,5,1000,439.890123844147,HOMDEL,8,1,14,14,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
20260903,5,1000,439.890123844147,HOMDEL,9,1,15,15,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
20260903,5,1000,439.890123844147,ALL_CNA,1;2;5,3,102,120,4,5.2305078957644,0.0059880239520958,0.0019960079840319,0.0139720558882236,0.0019960079840319,0.0019960079840319,0.0019960079840319,True,True,True,Exon-local CNA hotspot also compact in structure
20260903,5,1000,439.890123844147,ALL_CNA,1;2;3;4,4,102,121,3,15.9159444173143,0.0019960079840319,0.0059880239520958,0.0019960079840319,0.0139720558882236,0.0019960079840319,0.0019960079840319,True,True,True,Exon-local CNA hotspot also compact in structure
20260903,5,1000,439.890123844147,ALL_CNA,3;4,2,95,107,1,5.5594506259578,0.0019960079840319,0.0738522954091816,0.0019960079840319,0.157684630738523,0.0019960079840319,0.0019960079840319,True,False,True,Exon-order hotspot without independent 3D enrichment
20260903,5,1000,439.890123844147,ALL_CNA,2;5,2,97,111,3,4.48506255785825,0.0099800399201596,0.0039920159680638,0.029940119760479,0.0079840319361277,0.0079840319361277,0.0079840319361277,True,True,True,Exon-local CNA hotspot also compact in structure
20260903,5,1000,439.890123844147,ALL_CNA,1;2;3;4;5,5,102,121,4,15.9159444173143,0.0059880239520958,0.0059880239520958,0.0139720558882236,0.0139720558882236,0.0139720558882236,0.0139720558882236,True,True,True,Exon-local CNA hotspot also compact in structure
20260903,5,1000,439.890123844147,ALL_CNA,1;2,2,89,92,1,5.09284759901451,0.0279441117764471,0.131736526946108,0.121756487025948,0.50499001996008,0.121756487025948,0.121756487025948,False,False,False,Weak clustering evidence
20260903,5,1000,439.890123844147,ALL_CNA,7;8,2,59,59,1,4.50447228016122,0.145708582834331,0.13373253493014,0.722554890219561,0.588822355289421,0.588822355289421,0.588822355289421,False,False,False,Weak clustering evidence
20260903,5,1000,439.890123844147,ALL_CNA,6;9,2,60,61,3,4.77930080439185,0.149700598802395,0.135728542914172,0.724550898203593,0.588822355289421,0.588822355289421,0.588822355289421,False,False,False,Weak clustering evidence
20260903,5,1000,439.890123844147,ALL_CNA,7;8;9,3,59,60,2,8.87616612257633,0.145708582834331,0.145708582834331,0.722554890219561,0.722554890219561,0.722554890219561,0.722554890219561,False,False,False,Weak clustering evidence
20260903,5,1000,439.890123844147,ALL_CNA,6;7;8;9,4,61,62,3,8.87616612257633,0.177644710578842,0.177644710578842,0.786427145708583,0.786427145708583,0.786427145708583,0.786427145708583,False,False,False,Weak clustering evidence
20260903,5,1000,439.890123844147,ALL_CNA,5;6,2,79,85,1,5.15928912557371,0.323353293413174,0.359281437125749,0.992015968063872,0.994011976047904,0.992015968063872,0.992015968063872,False,False,False,Weak clustering evidence
20260903,5,1000,439.890123844147,ALL_CNA,5;6;7;8;9,5,80,87,4,10.1592312730255,0.477045908183633,0.477045908183633,0.994011976047904,0.994011976047904,0.994011976047904,0.994011976047904,False,False,False,Weak clustering evidence
20260903,5,1000,439.890123844147,ALL_CNA,1,1,23,23,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
20260903,5,1000,439.890123844147,ALL_CNA,2,1,83,83,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
20260903,5,1000,439.890123844147,ALL_CNA,3,1,81,81,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
20260903,5,1000,439.890123844147,ALL_CNA,4,1,78,78,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
20260903,5,1000,439.890123844147,ALL_CNA,5,1,78,78,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
20260903,5,1000,439.890123844147,ALL_CNA,6,1,60,60,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
20260903,5,1000,439.890123844147,ALL_CNA,7,1,59,59,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
20260903,5,1000,439.890123844147,ALL_CNA,8,1,56,56,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
20260903,5,1000,439.890123844147,ALL_CNA,9,1,56,56,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
20260903,5,1000,439.890123844147,ALL_CNA,1;2;3;4;5;6;7;8;9,9,104,130,8,28.5615062085365,,,,,,,False,False,False,Multi-exon compactness not testable: invariant null
424242,10,1000,379.643644094467,GAIN,5;6;7;8;9,5,5,5,4,10.9439491443034,0.904191616766467,0.780439121756487,0.988023952095808,0.912175648702595,0.912175648702595,0.912175648702595,False,False,False,Weak clustering evidence
424242,10,1000,379.643644094467,GAIN,6;7,2,4,4,1,4.75173994546044,0.958083832335329,0.922155688622755,0.996007984031936,0.988023952095808,0.988023952095808,0.988023952095808,False,False,False,Weak clustering evidence
424242,10,1000,379.643644094467,GAIN,7;8,2,4,4,1,4.89692143681749,0.958083832335329,0.936127744510978,0.996007984031936,0.988023952095808,0.988023952095808,0.988023952095808,False,False,False,Weak clustering evidence
424242,10,1000,379.643644094467,GAIN,5;6,2,4,4,1,5.57191681380018,0.958083832335329,0.954091816367265,0.996007984031936,0.994011976047904,0.994011976047904,0.994011976047904,False,False,False,Weak clustering evidence
424242,10,1000,379.643644094467,GAIN,3;5,2,3,3,2,4.73759090455041,0.976047904191617,0.972055888223553,1.0,1.0,1.0,1.0,False,False,False,Weak clustering evidence
424242,10,1000,379.643644094467,GAIN,8;9,2,3,3,1,5.24482666905714,0.976047904191617,0.974051896207585,1.0,1.0,1.0,1.0,False,False,False,Weak clustering evidence
424242,10,1000,379.643644094467,GAIN,1;2,2,2,3,1,5.5946553758111,0.970059880239521,0.970059880239521,1.0,1.0,1.0,1.0,False,False,False,Weak clustering evidence
424242,10,1000,379.643644094467,GAIN,3;4,2,3,3,1,6.64457565999414,0.976047904191617,0.976047904191617,1.0,1.0,1.0,1.0,False,False,False,Weak clustering evidence
424242,10,1000,379.643644094467,GAIN,3;4;5,3,3,3,2,6.64457565999414,0.976047904191617,0.976047904191617,1.0,1.0,1.0,1.0,False,False,False,Weak clustering evidence
424242,10,1000,379.643644094467,GAIN,6;7;8;9,4,4,4,3,9.22117879870951,0.972055888223553,0.966067864271457,1.0,1.0,1.0,1.0,False,False,False,Weak clustering evidence
424242,10,1000,379.643644094467,GAIN,7;8;9,3,4,4,2,9.22117879870951,0.966067864271457,0.966067864271457,1.0,1.0,1.0,1.0,False,False,False,Weak clustering evidence
424242,10,1000,379.643644094467,GAIN,1;2;3;4,4,4,5,3,16.3460643982555,0.972055888223553,0.976047904191617,1.0,1.0,1.0,1.0,False,False,False,Weak clustering evidence
424242,10,1000,379.643644094467,GAIN,1;2;3;4;5,5,4,5,4,16.3460643982555,0.976047904191617,0.976047904191617,1.0,1.0,1.0,1.0,False,False,False,Weak clustering evidence
424242,10,1000,379.643644094467,GAIN,1;2;3;4;5;6;7;8;9,9,6,7,8,28.8115114211029,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,Weak clustering evidence
424242,10,1000,379.643644094467,GAIN,1,1,2,2,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
424242,10,1000,379.643644094467,GAIN,3,1,2,2,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
424242,10,1000,379.643644094467,GAIN,4,1,3,3,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
424242,10,1000,379.643644094467,GAIN,5,1,3,3,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
424242,10,1000,379.643644094467,GAIN,6,1,3,3,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
424242,10,1000,379.643644094467,GAIN,7,1,4,4,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
424242,10,1000,379.643644094467,GAIN,8,1,3,3,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
424242,10,1000,379.643644094467,GAIN,9,1,3,3,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
424242,10,1000,379.643644094467,HETDEL,1;2;3;4,4,77,83,3,16.3460643982555,0.0019960079840319,0.0159680638722555,0.0039920159680638,0.0199600798403194,0.0039920159680638,0.0039920159680638,True,True,True,Exon-local CNA hotspot also compact in structure
424242,10,1000,379.643644094467,HETDEL,3;4,2,71,73,1,6.64457565999414,0.0019960079840319,0.0439121756487026,0.0039920159680638,0.0698602794411178,0.0039920159680638,0.0039920159680638,True,False,True,Exon-order hotspot without independent 3D enrichment
424242,10,1000,379.643644094467,HETDEL,1;2;3;4;5,5,77,83,4,16.3460643982555,0.0159680638722555,0.0159680638722555,0.0199600798403194,0.0199600798403194,0.0199600798403194,0.0199600798403194,True,True,True,Exon-local CNA hotspot also compact in structure
424242,10,1000,379.643644094467,HETDEL,3;5,2,71,73,2,4.73759090455041,0.0439121756487026,0.0279441117764471,0.0698602794411178,0.0479041916167665,0.0479041916167665,0.0479041916167665,False,True,True,Nonlocal 3D-specific exon CNA hotspot
424242,10,1000,379.643644094467,HETDEL,3;4;5,3,71,73,2,6.64457565999414,0.0439121756487026,0.0439121756487026,0.0698602794411178,0.0698602794411178,0.0698602794411178,0.0698602794411178,False,False,False,Weak clustering evidence
424242,10,1000,379.643644094467,HETDEL,7;8,2,41,41,1,4.89692143681749,0.223552894211577,0.155688622754491,0.758483033932136,0.57684630738523,0.57684630738523,0.57684630738523,False,False,False,Weak clustering evidence
424242,10,1000,379.643644094467,HETDEL,6;7,2,43,43,1,4.75173994546044,0.29940119760479,0.217564870259481,0.872255489021956,0.754491017964072,0.754491017964072,0.754491017964072,False,False,False,Weak clustering evidence
424242,10,1000,379.643644094467,HETDEL,8;9,2,39,39,1,5.24482666905714,0.225548902195609,0.219560878243513,0.758483033932136,0.758483033932136,0.758483033932136,0.758483033932136,False,False,False,Weak clustering evidence
424242,10,1000,379.643644094467,HETDEL,7;8;9,3,41,41,2,9.22117879870951,0.223552894211577,0.223552894211577,0.758483033932136,0.758483033932136,0.758483033932136,0.758483033932136,False,False,False,Weak clustering evidence
424242,10,1000,379.643644094467,HETDEL,1;2,2,61,62,1,5.5946553758111,0.349301397205589,0.25748502994012,0.900199600798403,0.842315369261477,0.842315369261477,0.842315369261477,False,False,False,Weak clustering evidence
424242,10,1000,379.643644094467,HETDEL,5;6,2,60,61,1,5.57191681380018,0.341317365269461,0.275449101796407,0.888223552894212,0.86626746506986,0.86626746506986,0.86626746506986,False,False,False,Weak clustering evidence
424242,10,1000,379.643644094467,HETDEL,6;7;8;9,4,43,43,3,9.22117879870951,0.303393213572854,0.303393213572854,0.872255489021956,0.872255489021956,0.872255489021956,0.872255489021956,False,False,False,Weak clustering evidence
424242,10,1000,379.643644094467,HETDEL,5;6;7;8;9,5,60,61,4,10.9439491443034,0.447105788423154,0.441117764471058,0.970059880239521,0.970059880239521,0.970059880239521,0.970059880239521,False,False,False,Weak clustering evidence
424242,10,1000,379.643644094467,HETDEL,1,1,18,18,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
424242,10,1000,379.643644094467,HETDEL,2,1,56,56,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
424242,10,1000,379.643644094467,HETDEL,3,1,54,54,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
424242,10,1000,379.643644094467,HETDEL,4,1,56,56,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
424242,10,1000,379.643644094467,HETDEL,5,1,56,56,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
424242,10,1000,379.643644094467,HETDEL,6,1,43,43,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
424242,10,1000,379.643644094467,HETDEL,7,1,41,41,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
424242,10,1000,379.643644094467,HETDEL,8,1,39,39,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
424242,10,1000,379.643644094467,HETDEL,9,1,38,38,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
424242,10,1000,379.643644094467,HETDEL,1;2;3;4;5;6;7;8;9,9,81,88,8,28.8115114211029,,,,,,,False,False,False,Multi-exon compactness not testable: invariant null
424242,10,1000,379.643644094467,HOMDEL,3;4,2,31,31,1,6.64457565999414,0.0039920159680638,0.0179640718562874,0.0079840319361277,0.0499001996007984,0.0079840319361277,0.0079840319361277,True,True,True,Exon-local CNA hotspot also compact in structure
424242,10,1000,379.643644094467,HOMDEL,3;5,2,31,31,2,4.73759090455041,0.0179640718562874,0.0079840319361277,0.0499001996007984,0.0219560878243513,0.0219560878243513,0.0219560878243513,True,True,True,Exon-local CNA hotspot also compact in structure
424242,10,1000,379.643644094467,HOMDEL,1;2;3;4,4,33,33,3,16.3460643982555,0.0139720558882236,0.0698602794411178,0.0399201596806387,0.12375249500998,0.0399201596806387,0.0399201596806387,True,False,True,Exon-order hotspot without independent 3D enrichment
424242,10,1000,379.643644094467,HOMDEL,3;4;5,3,31,31,2,6.64457565999414,0.0179640718562874,0.0179640718562874,0.0499001996007984,0.0499001996007984,0.0499001996007984,0.0499001996007984,True,True,True,Exon-local CNA hotspot also compact in structure
424242,10,1000,379.643644094467,HOMDEL,1;2;3;4;5,5,33,33,4,16.3460643982555,0.0698602794411178,0.0698602794411178,0.12375249500998,0.12375249500998,0.12375249500998,0.12375249500998,False,False,False,Weak clustering evidence
424242,10,1000,379.643644094467,HOMDEL,1;2,2,27,27,1,5.5946553758111,0.135728542914172,0.209580838323353,0.30938123752495,0.44311377245509,0.30938123752495,0.30938123752495,False,False,False,Weak clustering evidence
424242,10,1000,379.643644094467,HOMDEL,6;7,2,14,14,1,4.75173994546044,0.37125748502994,0.30938123752495,0.93812375249501,0.868263473053892,0.868263473053892,0.868263473053892,False,False,False,Weak clustering evidence
424242,10,1000,379.643644094467,HOMDEL,7;8,2,14,14,1,4.89692143681749,0.37125748502994,0.313373253493014,0.93812375249501,0.868263473053892,0.868263473053892,0.868263473053892,False,False,False,Weak clustering evidence
424242,10,1000,379.643644094467,HOMDEL,8;9,2,15,15,1,5.24482666905714,0.411177644710579,0.401197604790419,0.94810379241517,0.94810379241517,0.94810379241517,0.94810379241517,False,False,False,Weak clustering evidence
424242,10,1000,379.643644094467,HOMDEL,6;7;8;9,4,15,15,3,9.22117879870951,0.427145708582834,0.427145708582834,0.950099800399202,0.950099800399202,0.950099800399202,0.950099800399202,False,False,False,Weak clustering evidence
424242,10,1000,379.643644094467,HOMDEL,7;8;9,3,15,15,2,9.22117879870951,0.427145708582834,0.427145708582834,0.950099800399202,0.950099800399202,0.950099800399202,0.950099800399202,False,False,False,Weak clustering evidence
424242,10,1000,379.643644094467,HOMDEL,5;6,2,19,20,1,5.57191681380018,0.720558882235529,0.694610778443114,1.0,1.0,1.0,1.0,False,False,False,Weak clustering evidence
424242,10,1000,379.643644094467,HOMDEL,5;6;7;8;9,5,20,21,4,10.9439491443034,0.812375249500998,0.812375249500998,1.0,1.0,1.0,1.0,False,False,False,Weak clustering evidence
424242,10,1000,379.643644094467,HOMDEL,1;2;3;4;5;6;7;8;9,9,34,35,8,28.8115114211029,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,Weak clustering evidence
424242,10,1000,379.643644094467,HOMDEL,1,1,3,3,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
424242,10,1000,379.643644094467,HOMDEL,2,1,26,26,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
424242,10,1000,379.643644094467,HOMDEL,3,1,25,25,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
424242,10,1000,379.643644094467,HOMDEL,4,1,19,19,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
424242,10,1000,379.643644094467,HOMDEL,5,1,19,19,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
424242,10,1000,379.643644094467,HOMDEL,6,1,14,14,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
424242,10,1000,379.643644094467,HOMDEL,7,1,14,14,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
424242,10,1000,379.643644094467,HOMDEL,8,1,14,14,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
424242,10,1000,379.643644094467,HOMDEL,9,1,15,15,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
424242,10,1000,379.643644094467,ALL_CNA,3;4,2,95,107,1,6.64457565999414,0.0019960079840319,0.0059880239520958,0.0059880239520958,0.0239520958083832,0.0059880239520958,0.0059880239520958,True,True,True,Exon-local CNA hotspot also compact in structure
424242,10,1000,379.643644094467,ALL_CNA,3;5,2,95,107,2,4.73759090455041,0.0059880239520958,0.0059880239520958,0.0239520958083832,0.0239520958083832,0.0239520958083832,0.0239520958083832,True,True,True,Exon-local CNA hotspot also compact in structure
424242,10,1000,379.643644094467,ALL_CNA,3;4;5,3,95,107,2,6.64457565999414,0.0059880239520958,0.0059880239520958,0.0239520958083832,0.0239520958083832,0.0239520958083832,0.0239520958083832,True,True,True,Exon-local CNA hotspot also compact in structure
424242,10,1000,379.643644094467,ALL_CNA,1;2,2,89,92,1,5.5946553758111,0.0379241516966068,0.137724550898204,0.0758483033932136,0.457085828343313,0.0758483033932136,0.0758483033932136,False,False,False,Weak clustering evidence
424242,10,1000,379.643644094467,ALL_CNA,8;9,2,56,57,1,5.24482666905714,0.145708582834331,0.145708582834331,0.473053892215569,0.473053892215569,0.473053892215569,0.473053892215569,False,False,False,Weak clustering evidence
424242,10,1000,379.643644094467,ALL_CNA,7;8,2,59,59,1,4.89692143681749,0.209580838323353,0.151696606786427,0.852295409181637,0.646706586826347,0.646706586826347,0.646706586826347,False,False,False,Weak clustering evidence
424242,10,1000,379.643644094467,ALL_CNA,6;7,2,61,61,1,4.75173994546044,0.229540918163673,0.161676646706587,0.86626746506986,0.740518962075848,0.740518962075848,0.740518962075848,False,False,False,Weak clustering evidence
424242,10,1000,379.643644094467,ALL_CNA,7;8;9,3,59,60,2,9.22117879870951,0.209580838323353,0.209580838323353,0.852295409181637,0.852295409181637,0.852295409181637,0.852295409181637,False,False,False,Weak clustering evidence
424242,10,1000,379.643644094467,ALL_CNA,6;7;8;9,4,61,62,3,9.22117879870951,0.231536926147705,0.231536926147705,0.870259481037924,0.870259481037924,0.870259481037924,0.870259481037924,False,False,False,Weak clustering evidence
424242,10,1000,379.643644094467,ALL_CNA,5;6,2,79,85,1,5.57191681380018,0.357285429141717,0.323353293413174,0.99001996007984,0.986027944111776,0.986027944111776,0.986027944111776,False,False,False,Weak clustering evidence
424242,10,1000,379.643644094467,ALL_CNA,5;6;7;8;9,5,80,87,4,10.9439491443034,0.441117764471058,0.441117764471058,0.998003992015968,0.998003992015968,0.998003992015968,0.998003992015968,False,False,False,Weak clustering evidence
424242,10,1000,379.643644094467,ALL_CNA,1,1,23,23,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
424242,10,1000,379.643644094467,ALL_CNA,2,1,83,83,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
424242,10,1000,379.643644094467,ALL_CNA,3,1,81,81,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
424242,10,1000,379.643644094467,ALL_CNA,4,1,78,78,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
424242,10,1000,379.643644094467,ALL_CNA,5,1,78,78,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
424242,10,1000,379.643644094467,ALL_CNA,6,1,60,60,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
424242,10,1000,379.643644094467,ALL_CNA,7,1,59,59,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
424242,10,1000,379.643644094467,ALL_CNA,8,1,56,56,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
424242,10,1000,379.643644094467,ALL_CNA,9,1,56,56,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
424242,10,1000,379.643644094467,ALL_CNA,1;2;3;4,4,102,121,3,16.3460643982555,,,,,,,False,False,False,Multi-exon compactness not testable: invariant null
424242,10,1000,379.643644094467,ALL_CNA,1;2;3;4;5,5,102,121,4,16.3460643982555,,,,,,,False,False,False,Multi-exon compactness not testable: invariant null
424242,10,1000,379.643644094467,ALL_CNA,1;2;3;4;5;6;7;8;9,9,104,130,8,28.8115114211029,,,,,,,False,False,False,Multi-exon compactness not testable: invariant null
424242,5,1000,376.662872314453,GAIN,5;6;7;8;9,5,5,5,4,10.1592312730255,0.910179640718563,0.850299401197605,0.988023952095808,0.920159680638723,0.920159680638723,0.920159680638723,False,False,False,Weak clustering evidence
424242,5,1000,376.662872314453,GAIN,7;8,2,4,4,1,4.50447228016122,0.956087824351297,0.936127744510978,1.0,0.992015968063872,0.992015968063872,0.992015968063872,False,False,False,Weak clustering evidence
424242,5,1000,376.662872314453,GAIN,2;5,2,3,3,3,4.48506255785825,0.976047904191617,0.974051896207585,1.0,1.0,1.0,1.0,False,False,False,Weak clustering evidence
424242,5,1000,376.662872314453,GAIN,6;9,2,3,3,3,4.77930080439185,0.976047904191617,0.974051896207585,1.0,1.0,1.0,1.0,False,False,False,Weak clustering evidence
424242,5,1000,376.662872314453,GAIN,1;2,2,2,3,1,5.09284759901451,0.968063872255489,0.968063872255489,1.0,1.0,1.0,1.0,False,False,False,Weak clustering evidence
424242,5,1000,376.662872314453,GAIN,5;6,2,4,4,1,5.15928912557371,0.956087824351297,0.966067864271457,1.0,1.0,1.0,1.0,False,False,False,Weak clustering evidence
424242,5,1000,376.662872314453,GAIN,1;2;5,3,4,5,4,5.2305078957644,0.980039920159681,0.970059880239521,1.0,1.0,1.0,1.0,False,False,False,Weak clustering evidence
424242,5,1000,376.662872314453,GAIN,3;4,2,3,3,1,5.5594506259578,0.974051896207585,0.976047904191617,1.0,1.0,1.0,1.0,False,False,False,Weak clustering evidence
424242,5,1000,376.662872314453,GAIN,6;7;8;9,4,4,4,3,8.87616612257633,0.980039920159681,0.978043912175649,1.0,1.0,1.0,1.0,False,False,False,Weak clustering evidence
424242,5,1000,376.662872314453,GAIN,7;8;9,3,4,4,2,8.87616612257633,0.966067864271457,0.978043912175649,1.0,1.0,1.0,1.0,False,False,False,Weak clustering evidence
424242,5,1000,376.662872314453,GAIN,1;2;3;4,4,4,5,3,15.9159444173143,0.980039920159681,0.980039920159681,1.0,1.0,1.0,1.0,False,False,False,Weak clustering evidence
424242,5,1000,376.662872314453,GAIN,1;2;3;4;5,5,4,5,4,15.9159444173143,0.980039920159681,0.980039920159681,1.0,1.0,1.0,1.0,False,False,False,Weak clustering evidence
424242,5,1000,376.662872314453,GAIN,1;2;3;4;5;6;7;8;9,9,6,7,8,28.5615062085365,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,Weak clustering evidence
424242,5,1000,376.662872314453,GAIN,1,1,2,2,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
424242,5,1000,376.662872314453,GAIN,3,1,2,2,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
424242,5,1000,376.662872314453,GAIN,4,1,3,3,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
424242,5,1000,376.662872314453,GAIN,5,1,3,3,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
424242,5,1000,376.662872314453,GAIN,6,1,3,3,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
424242,5,1000,376.662872314453,GAIN,7,1,4,4,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
424242,5,1000,376.662872314453,GAIN,8,1,3,3,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
424242,5,1000,376.662872314453,GAIN,9,1,3,3,0,0.0,,,,,,,False,False,False,Single-exon recurrence assessed separately
424242,5,1000,376.662872314453,HETDEL,1;2;3;4,4,77,83,3,15.9159444173143,0.0019960079840319,0.0179640718562874,0.0039920159680638,0.0219560878243513,0.0039920159680638,0.0039920159680638,True,True,True,Exon-local CNA hotspot also compact in structure
424242,5,1000,376.662872314453,HETDEL,3;4,2,71,73,1,5.5594506259578,0.0019960079840319,0.173652694610778,0.0039920159680638,0.666666666666667,0.0039920159680638,0.0039920159680638,True,False,True,Exon-order hotspot without independent 3D enrichment
424242,5,1000,376.662872314453,HETDEL,1;2;5,3,77,82,4,5.2305078957644,0.0179640718562874,0.0039920159680638,0.0219560878243513,0.0059880239520958,0.0059880239520958,0.0059880239520958,True,True,True,Exon-local CNA hotspot also compact in structure
424242,5,1000,376.662872314453,HETDEL,1;2;3;4;5,5,77,83,4,15.9159444173143,0.0179640718562874,0.0179640718562874,0.0219560878243513,0.0219560878243513,0.0219560878243513,0.0219560878243513,True,True,True,Exon-local CNA hotspot also compact in structure
424242,5,1000,376.662872314453,HETDEL,2;5,2,73,76,3,4.48506255785825,0.0339321357285429,0.0279441117764471,0.0419161676646707,0.031936127744511,0.031936127744511,0.031936127744511,True,True,True,Exon-local CNA hotspot also compact in structure
424242,5,1000,376.662872314453,HETDEL,1;2,2,61,62,1,5.09284759901451,0.333333333333333,0.0978043912175649,0.904191616766467,0.191616766467066,0.191616766467066,0.191616766467066,False,False,False,Weak clustering evidence
