"feature_id","protein","uniprot_accession","source","source_record_id","evidence_scope","evidence_code","publication_id_type","publication_id","pubmed_id","doi","title","journal","year","authors","publication_url"
"UniProtKB:P52333:51c3f25e","JAK3","P52333","UniProtKB","P52333","feature_evidence","ECO:0000255","PROSITE-ProRule","PRU00084","","","","","","",""
"UniProtKB:P52333:1806f325","JAK3","P52333","UniProtKB","P52333","feature_evidence","ECO:0000255","PROSITE-ProRule","PRU00159","","","","","","",""
"UniProtKB:P52333:424c8d91","JAK3","P52333","UniProtKB","P52333","feature_evidence","ECO:0000255","PROSITE-ProRule","PRU00159","","","","","","",""
"UniProtKB:P52333:6f3282d7","JAK3","P52333","UniProtKB","P52333","feature_evidence","ECO:0000255","PROSITE-ProRule","PRU00159","","","","","","",""
"UniProtKB:P52333:6f3282d7","JAK3","P52333","UniProtKB","P52333","feature_evidence","ECO:0000255","PROSITE-ProRule","PRU10028","","","","","","",""
"UniProtKB:P52333:611d4309","JAK3","P52333","UniProtKB","P52333","feature_evidence","ECO:0000255","PROSITE-ProRule","PRU00159","","","","","","",""
"UniProtKB:P52333:671a0961","JAK3","P52333","UniProtKB","P52333","feature_evidence","ECO:0000255","PROSITE-ProRule","PRU00159","","","","","","",""
"UniProtKB:P52333:1adfaa34","JAK3","P52333","UniProtKB","P52333","feature_evidence","ECO:0000250","UniProtKB","Q62137","","","","","","",""
"UniProtKB:P52333:27b46253","JAK3","P52333","UniProtKB","P52333","feature_evidence","ECO:0000269","PubMed","15121872","15121872","10.1128/mcb.24.10.4557-4570.2004","Tyrosine 813 is a site of JAK2 autophosphorylation critical for activation of JAK2 by SH2-B beta.","Mol. Cell. Biol.","2004","Kurzer J.H.;Argetsinger L.S.;Zhou Y.J.;Kouadio J.L.;O'Shea J.J.;Carter-Su C.","https://pubmed.ncbi.nlm.nih.gov/15121872/"
"UniProtKB:P52333:71d66caa","JAK3","P52333","UniProtKB","P52333","feature_evidence","ECO:0000269","PubMed","18250158","18250158","10.1128/mcb.01789-07","Phosphorylation of human Jak3 at tyrosines 904 and 939 positively regulates its activity.","Mol. Cell. Biol.","2008","Cheng H.;Ross J.A.;Frost J.A.;Kirken R.A.","https://pubmed.ncbi.nlm.nih.gov/18250158/"
"UniProtKB:P52333:1dc52735","JAK3","P52333","UniProtKB","P52333","feature_evidence","ECO:0000269","PubMed","18250158","18250158","10.1128/mcb.01789-07","Phosphorylation of human Jak3 at tyrosines 904 and 939 positively regulates its activity.","Mol. Cell. Biol.","2008","Cheng H.;Ross J.A.;Frost J.A.;Kirken R.A.","https://pubmed.ncbi.nlm.nih.gov/18250158/"
"UniProtKB:P52333:4a8a8177","JAK3","P52333","UniProtKB","P52333","feature_evidence","ECO:0000269","PubMed","15831699","15831699","10.1182/blood-2005-02-0707","Crystal structure of the Jak3 kinase domain in complex with a staurosporine analog.","Blood","2005","Boggon T.J.;Li Y.;Manley P.W.;Eck M.J.","https://pubmed.ncbi.nlm.nih.gov/15831699/"
"UniProtKB:P52333:727d567d","JAK3","P52333","UniProtKB","P52333","feature_evidence","ECO:0000269","PubMed","15831699","15831699","10.1182/blood-2005-02-0707","Crystal structure of the Jak3 kinase domain in complex with a staurosporine analog.","Blood","2005","Boggon T.J.;Li Y.;Manley P.W.;Eck M.J.","https://pubmed.ncbi.nlm.nih.gov/15831699/"
"InterPro:IPR000299:1:36b4e2d2","JAK3","P52333","InterPro","IPR000299","entry_literature","InterPro_entry_literature","PubMed","10847681","10847681","10.1016/S0092-8674(00)80836-3","Structure of the ERM protein moesin reveals the FERM domain fold masked by an extended actin binding tail domain.","Cell","2000","Pearson MA;Reczek D;Bretscher A;Karplus PA.","https://pubmed.ncbi.nlm.nih.gov/10847681/"
"InterPro:IPR000299:1:36b4e2d2","JAK3","P52333","InterPro","IPR000299","entry_literature","InterPro_entry_literature","PubMed","9757824","9757824","10.1016/S0968-0004(98)01237-7","The FERM domain: a unique module involved in the linkage of cytoplasmic proteins to the membrane.","Trends Biochem. Sci.","1998","Chishti AH;Kim AC;Marfatia SM;Lutchman M;Hanspal M;Jindal H;Liu SC;Low PS;Rouleau GA;Mohandas N;Chasis JA;Conboy JG;Gascard P;Takakuwa Y;Huang SC;Benz EJ Jr;Bretscher A;Fehon RG;Gusella JF;Ramesh V;Solomon F;Marchesi VT;Tsukita S;Hoover KB.","https://pubmed.ncbi.nlm.nih.gov/9757824/"
"InterPro:IPR000299:1:36b4e2d2","JAK3","P52333","InterPro","IPR000299","entry_literature","InterPro_entry_literature","PubMed","10970839","10970839","10.1093/emboj/19.17.4449","Structural basis of the membrane-targeting and unmasking mechanisms of the radixin FERM domain.","EMBO J.","2000","Hamada K;Shimizu T;Matsui T;Tsukita S;Hakoshima T.","https://pubmed.ncbi.nlm.nih.gov/10970839/"
"InterPro:IPR000719:1:6b08f8ae","JAK3","P52333","InterPro","IPR000719","entry_literature","InterPro_entry_literature","PubMed","7768349","7768349","","Protein kinases 6. The eukaryotic protein kinase superfamily: kinase (catalytic) domain structure and classification.","FASEB J.","1995","Hanks SK;Hunter T.","https://pubmed.ncbi.nlm.nih.gov/7768349/"
"InterPro:IPR000719:1:6b08f8ae","JAK3","P52333","InterPro","IPR000719","entry_literature","InterPro_entry_literature","PubMed","1835513","1835513","10.1016/0076-6879(91)00125-G","Protein kinase classification.","Meth. Enzymol.","1991","Hunter T.","https://pubmed.ncbi.nlm.nih.gov/1835513/"
"InterPro:IPR000719:1:6b08f8ae","JAK3","P52333","InterPro","IPR000719","entry_literature","InterPro_entry_literature","PubMed","1956325","1956325","10.1016/0076-6879(91)00126-H","Protein kinase catalytic domain sequence database: identification of conserved features of primary structure and classification of family members.","Meth. Enzymol.","1991","Hanks SK;Quinn AM.","https://pubmed.ncbi.nlm.nih.gov/1956325/"
"InterPro:IPR000719:1:6b08f8ae","JAK3","P52333","InterPro","IPR000719","entry_literature","InterPro_entry_literature","PubMed","3291115","3291115","","The protein kinase family: conserved features and deduced phylogeny of the catalytic domains.","Science","1988","Hanks SK;Quinn AM;Hunter T.","https://pubmed.ncbi.nlm.nih.gov/3291115/"
"InterPro:IPR000719:1:6b08f8ae","JAK3","P52333","InterPro","IPR000719","entry_literature","InterPro_entry_literature","PubMed","1862342","1862342","","Crystal structure of the catalytic subunit of cyclic adenosine monophosphate-dependent protein kinase.","Science","1991","Knighton DR;Zheng JH;Ten Eyck LF;Ashford VA;Xuong NH;Taylor SS;Sowadski JM.","https://pubmed.ncbi.nlm.nih.gov/1862342/"
"InterPro:IPR000719:1:6b08f8ae","JAK3","P52333","InterPro","IPR000719","entry_literature","InterPro_entry_literature","PubMed","12734000","12734000","10.1186/gb-2003-4-5-111","Genomic analysis of the eukaryotic protein kinase superfamily: a perspective.","Genome Biol.","2003","Hanks SK.","https://pubmed.ncbi.nlm.nih.gov/12734000/"
"InterPro:IPR000719:1:6b08f8ae","JAK3","P52333","InterPro","IPR000719","entry_literature","InterPro_entry_literature","PubMed","12471243","12471243","10.1126/science.1075762","The protein kinase complement of the human genome.","Science","2002","Manning G;Whyte DB;Martinez R;Hunter T;Sudarsanam S.","https://pubmed.ncbi.nlm.nih.gov/12471243/"
"InterPro:IPR000719:1:6b08f8ae","JAK3","P52333","InterPro","IPR000719","entry_literature","InterPro_entry_literature","PubMed","12368087","12368087","10.1016/S0968-0004(02)02179-5","Evolution of protein kinase signaling from yeast to man.","Trends Biochem. Sci.","2002","Manning G;Plowman GD;Hunter T;Sudarsanam S.","https://pubmed.ncbi.nlm.nih.gov/12368087/"
"InterPro:IPR000719:1:6b08f8ae","JAK3","P52333","InterPro","IPR000719","entry_literature","InterPro_entry_literature","PubMed","15078142","15078142","10.2174/1381612043452695","High-throughput structural biology in drug discovery: protein kinases.","Curr. Pharm. Des.","2004","Stout TJ;Foster PG;Matthews DJ.","https://pubmed.ncbi.nlm.nih.gov/15078142/"
"InterPro:IPR000719:1:6b08f8ae","JAK3","P52333","InterPro","IPR000719","entry_literature","InterPro_entry_literature","PubMed","15320712","15320712","","Creating chemical diversity to target protein kinases.","Comb. Chem. High Throughput Screen.","2004","Li B;Liu Y;Uno T;Gray N.","https://pubmed.ncbi.nlm.nih.gov/15320712/"
"InterPro:IPR000719:2:268b4348","JAK3","P52333","InterPro","IPR000719","entry_literature","InterPro_entry_literature","PubMed","7768349","7768349","","Protein kinases 6. The eukaryotic protein kinase superfamily: kinase (catalytic) domain structure and classification.","FASEB J.","1995","Hanks SK;Hunter T.","https://pubmed.ncbi.nlm.nih.gov/7768349/"
"InterPro:IPR000719:2:268b4348","JAK3","P52333","InterPro","IPR000719","entry_literature","InterPro_entry_literature","PubMed","1835513","1835513","10.1016/0076-6879(91)00125-G","Protein kinase classification.","Meth. Enzymol.","1991","Hunter T.","https://pubmed.ncbi.nlm.nih.gov/1835513/"
"InterPro:IPR000719:2:268b4348","JAK3","P52333","InterPro","IPR000719","entry_literature","InterPro_entry_literature","PubMed","1956325","1956325","10.1016/0076-6879(91)00126-H","Protein kinase catalytic domain sequence database: identification of conserved features of primary structure and classification of family members.","Meth. Enzymol.","1991","Hanks SK;Quinn AM.","https://pubmed.ncbi.nlm.nih.gov/1956325/"
"InterPro:IPR000719:2:268b4348","JAK3","P52333","InterPro","IPR000719","entry_literature","InterPro_entry_literature","PubMed","3291115","3291115","","The protein kinase family: conserved features and deduced phylogeny of the catalytic domains.","Science","1988","Hanks SK;Quinn AM;Hunter T.","https://pubmed.ncbi.nlm.nih.gov/3291115/"
"InterPro:IPR000719:2:268b4348","JAK3","P52333","InterPro","IPR000719","entry_literature","InterPro_entry_literature","PubMed","1862342","1862342","","Crystal structure of the catalytic subunit of cyclic adenosine monophosphate-dependent protein kinase.","Science","1991","Knighton DR;Zheng JH;Ten Eyck LF;Ashford VA;Xuong NH;Taylor SS;Sowadski JM.","https://pubmed.ncbi.nlm.nih.gov/1862342/"
"InterPro:IPR000719:2:268b4348","JAK3","P52333","InterPro","IPR000719","entry_literature","InterPro_entry_literature","PubMed","12734000","12734000","10.1186/gb-2003-4-5-111","Genomic analysis of the eukaryotic protein kinase superfamily: a perspective.","Genome Biol.","2003","Hanks SK.","https://pubmed.ncbi.nlm.nih.gov/12734000/"
"InterPro:IPR000719:2:268b4348","JAK3","P52333","InterPro","IPR000719","entry_literature","InterPro_entry_literature","PubMed","12471243","12471243","10.1126/science.1075762","The protein kinase complement of the human genome.","Science","2002","Manning G;Whyte DB;Martinez R;Hunter T;Sudarsanam S.","https://pubmed.ncbi.nlm.nih.gov/12471243/"
"InterPro:IPR000719:2:268b4348","JAK3","P52333","InterPro","IPR000719","entry_literature","InterPro_entry_literature","PubMed","12368087","12368087","10.1016/S0968-0004(02)02179-5","Evolution of protein kinase signaling from yeast to man.","Trends Biochem. Sci.","2002","Manning G;Plowman GD;Hunter T;Sudarsanam S.","https://pubmed.ncbi.nlm.nih.gov/12368087/"
"InterPro:IPR000719:2:268b4348","JAK3","P52333","InterPro","IPR000719","entry_literature","InterPro_entry_literature","PubMed","15078142","15078142","10.2174/1381612043452695","High-throughput structural biology in drug discovery: protein kinases.","Curr. Pharm. Des.","2004","Stout TJ;Foster PG;Matthews DJ.","https://pubmed.ncbi.nlm.nih.gov/15078142/"
"InterPro:IPR000719:2:268b4348","JAK3","P52333","InterPro","IPR000719","entry_literature","InterPro_entry_literature","PubMed","15320712","15320712","","Creating chemical diversity to target protein kinases.","Comb. Chem. High Throughput Screen.","2004","Li B;Liu Y;Uno T;Gray N.","https://pubmed.ncbi.nlm.nih.gov/15320712/"
"InterPro:IPR000980:1:0e53cb3d","JAK3","P52333","InterPro","IPR000980","entry_literature","InterPro_entry_literature","PubMed","11911873","11911873","10.1016/S0014-5793(01)03292-6","Interaction domains: from simple binding events to complex cellular behavior.","FEBS Lett.","2002","Pawson T;Raina M;Nash P.","https://pubmed.ncbi.nlm.nih.gov/11911873/"
"InterPro:IPR000980:1:0e53cb3d","JAK3","P52333","InterPro","IPR000980","entry_literature","InterPro_entry_literature","PubMed","3025655","3025655","","A noncatalytic domain conserved among cytoplasmic protein-tyrosine kinases modifies the kinase function and transforming activity of Fujinami sarcoma virus P130gag-fps.","Mol. Cell. Biol.","1986","Sadowski I;Stone JC;Pawson T.","https://pubmed.ncbi.nlm.nih.gov/3025655/"
"InterPro:IPR000980:1:0e53cb3d","JAK3","P52333","InterPro","IPR000980","entry_literature","InterPro_entry_literature","PubMed","1377638","1377638","10.1016/0014-5793(92)80579-6","Conservation analysis and structure prediction of the SH2 family of phosphotyrosine binding domains.","FEBS Lett.","1992","Russell RB;Breed J;Barton GJ.","https://pubmed.ncbi.nlm.nih.gov/1377638/"
"InterPro:IPR000980:1:0e53cb3d","JAK3","P52333","InterPro","IPR000980","entry_literature","InterPro_entry_literature","PubMed","7883800","7883800","","Structure and function of SH2 domains.","J. Cell Sci. Suppl.","1994","Marengere LE;Pawson T.","https://pubmed.ncbi.nlm.nih.gov/7883800/"
"InterPro:IPR000980:1:0e53cb3d","JAK3","P52333","InterPro","IPR000980","entry_literature","InterPro_entry_literature","PubMed","15335710","15335710","10.1016/0960-9822(93)90350-W","SH2 and SH3 domains.","Curr. Biol.","1993","Pawson T;Schlessingert J.","https://pubmed.ncbi.nlm.nih.gov/15335710/"
"InterPro:IPR000980:1:0e53cb3d","JAK3","P52333","InterPro","IPR000980","entry_literature","InterPro_entry_literature","PubMed","14731533","14731533","10.1016/0962-8924(93)90194-6","Signalling through SH2 and SH3 domains.","Trends Cell Biol.","1993","Mayer BJ;Baltimore D.","https://pubmed.ncbi.nlm.nih.gov/14731533/"
"InterPro:IPR000980:1:0e53cb3d","JAK3","P52333","InterPro","IPR000980","entry_literature","InterPro_entry_literature","PubMed","7531822","7531822","10.1038/373573a0","Protein modules and signalling networks.","Nature","1995","Pawson T.","https://pubmed.ncbi.nlm.nih.gov/7531822/"
"InterPro:IPR000980:1:0e53cb3d","JAK3","P52333","InterPro","IPR000980","entry_literature","InterPro_entry_literature","PubMed","12551896","12551896","10.1074/jbc.M212026200","Structural basis for dimerization of the Grb10 Src homology 2 domain. Implications for ligand specificity.","J. Biol. Chem.","2003","Stein EG;Ghirlando R;Hubbard SR.","https://pubmed.ncbi.nlm.nih.gov/12551896/"
"InterPro:IPR000980:1:0e53cb3d","JAK3","P52333","InterPro","IPR000980","entry_literature","InterPro_entry_literature","PubMed","12706723","12706723","10.1016/S0022-2836(03)00344-9","Structural and thermodynamic basis for the interaction of the Src SH2 domain with the activated form of the PDGF beta-receptor.","J. Mol. Biol.","2003","Lubman OY;Waksman G.","https://pubmed.ncbi.nlm.nih.gov/12706723/"
"InterPro:IPR000980:1:0e53cb3d","JAK3","P52333","InterPro","IPR000980","entry_literature","InterPro_entry_literature","PubMed","9174343","9174343","10.1021/bi970019n","Peptide ligands of pp60(c-src) SH2 domains: a thermodynamic and structural study.","Biochemistry","1997","Charifson PS;Shewchuk LM;Rocque W;Hummel CW;Jordan SR;Mohr C;Pacofsky GJ;Peel MR;Rodriguez M;Sternbach DD;Consler TG.","https://pubmed.ncbi.nlm.nih.gov/9174343/"
"InterPro:IPR000980:1:0e53cb3d","JAK3","P52333","InterPro","IPR000980","entry_literature","InterPro_entry_literature","PubMed","11782172","11782172","10.1021/ja011746f","Calorimetric and structural studies of 1,2,3-trisubstituted cyclopropanes as conformationally constrained peptide inhibitors of Src SH2 domain binding.","J. Am. Chem. Soc.","2002","Davidson JP;Lubman O;Rose T;Waksman G;Martin SF.","https://pubmed.ncbi.nlm.nih.gov/11782172/"
"InterPro:IPR000980:1:0e53cb3d","JAK3","P52333","InterPro","IPR000980","entry_literature","InterPro_entry_literature","PubMed","12450381","12450381","10.1021/bi026465e","Crystal structure and NMR studies of the apo SH2 domains of ZAP-70: two bikes rather than a tandem.","Biochemistry","2002","Folmer RH;Geschwindner S;Xue Y.","https://pubmed.ncbi.nlm.nih.gov/12450381/"
"InterPro:IPR001245:1:6b08f831","JAK3","P52333","InterPro","IPR001245","entry_literature","InterPro_entry_literature","PubMed","12471243","12471243","10.1126/science.1075762","The protein kinase complement of the human genome.","Science","2002","Manning G;Whyte DB;Martinez R;Hunter T;Sudarsanam S.","https://pubmed.ncbi.nlm.nih.gov/12471243/"
"InterPro:IPR001245:1:6b08f831","JAK3","P52333","InterPro","IPR001245","entry_literature","InterPro_entry_literature","PubMed","12368087","12368087","10.1016/S0968-0004(02)02179-5","Evolution of protein kinase signaling from yeast to man.","Trends Biochem. Sci.","2002","Manning G;Plowman GD;Hunter T;Sudarsanam S.","https://pubmed.ncbi.nlm.nih.gov/12368087/"
"InterPro:IPR001245:1:6b08f831","JAK3","P52333","InterPro","IPR001245","entry_literature","InterPro_entry_literature","PubMed","3291115","3291115","","The protein kinase family: conserved features and deduced phylogeny of the catalytic domains.","Science","1988","Hanks SK;Quinn AM;Hunter T.","https://pubmed.ncbi.nlm.nih.gov/3291115/"
"InterPro:IPR001245:1:6b08f831","JAK3","P52333","InterPro","IPR001245","entry_literature","InterPro_entry_literature","PubMed","15320712","15320712","","Creating chemical diversity to target protein kinases.","Comb. Chem. High Throughput Screen.","2004","Li B;Liu Y;Uno T;Gray N.","https://pubmed.ncbi.nlm.nih.gov/15320712/"
"InterPro:IPR001245:1:6b08f831","JAK3","P52333","InterPro","IPR001245","entry_literature","InterPro_entry_literature","PubMed","15078142","15078142","10.2174/1381612043452695","High-throughput structural biology in drug discovery: protein kinases.","Curr. Pharm. Des.","2004","Stout TJ;Foster PG;Matthews DJ.","https://pubmed.ncbi.nlm.nih.gov/15078142/"
"InterPro:IPR001245:2:220f4fdf","JAK3","P52333","InterPro","IPR001245","entry_literature","InterPro_entry_literature","PubMed","12471243","12471243","10.1126/science.1075762","The protein kinase complement of the human genome.","Science","2002","Manning G;Whyte DB;Martinez R;Hunter T;Sudarsanam S.","https://pubmed.ncbi.nlm.nih.gov/12471243/"
"InterPro:IPR001245:2:220f4fdf","JAK3","P52333","InterPro","IPR001245","entry_literature","InterPro_entry_literature","PubMed","12368087","12368087","10.1016/S0968-0004(02)02179-5","Evolution of protein kinase signaling from yeast to man.","Trends Biochem. Sci.","2002","Manning G;Plowman GD;Hunter T;Sudarsanam S.","https://pubmed.ncbi.nlm.nih.gov/12368087/"
"InterPro:IPR001245:2:220f4fdf","JAK3","P52333","InterPro","IPR001245","entry_literature","InterPro_entry_literature","PubMed","3291115","3291115","","The protein kinase family: conserved features and deduced phylogeny of the catalytic domains.","Science","1988","Hanks SK;Quinn AM;Hunter T.","https://pubmed.ncbi.nlm.nih.gov/3291115/"
"InterPro:IPR001245:2:220f4fdf","JAK3","P52333","InterPro","IPR001245","entry_literature","InterPro_entry_literature","PubMed","15320712","15320712","","Creating chemical diversity to target protein kinases.","Comb. Chem. High Throughput Screen.","2004","Li B;Liu Y;Uno T;Gray N.","https://pubmed.ncbi.nlm.nih.gov/15320712/"
"InterPro:IPR001245:2:220f4fdf","JAK3","P52333","InterPro","IPR001245","entry_literature","InterPro_entry_literature","PubMed","15078142","15078142","10.2174/1381612043452695","High-throughput structural biology in drug discovery: protein kinases.","Curr. Pharm. Des.","2004","Stout TJ;Foster PG;Matthews DJ.","https://pubmed.ncbi.nlm.nih.gov/15078142/"
"InterPro:IPR008266:1:7b1381b5","JAK3","P52333","InterPro","IPR008266","entry_literature","InterPro_entry_literature","PubMed","12471243","12471243","10.1126/science.1075762","The protein kinase complement of the human genome.","Science","2002","Manning G;Whyte DB;Martinez R;Hunter T;Sudarsanam S.","https://pubmed.ncbi.nlm.nih.gov/12471243/"
"InterPro:IPR008266:1:7b1381b5","JAK3","P52333","InterPro","IPR008266","entry_literature","InterPro_entry_literature","PubMed","12368087","12368087","10.1016/S0968-0004(02)02179-5","Evolution of protein kinase signaling from yeast to man.","Trends Biochem. Sci.","2002","Manning G;Plowman GD;Hunter T;Sudarsanam S.","https://pubmed.ncbi.nlm.nih.gov/12368087/"
"InterPro:IPR008266:1:7b1381b5","JAK3","P52333","InterPro","IPR008266","entry_literature","InterPro_entry_literature","PubMed","3291115","3291115","","The protein kinase family: conserved features and deduced phylogeny of the catalytic domains.","Science","1988","Hanks SK;Quinn AM;Hunter T.","https://pubmed.ncbi.nlm.nih.gov/3291115/"
"InterPro:IPR008266:1:7b1381b5","JAK3","P52333","InterPro","IPR008266","entry_literature","InterPro_entry_literature","PubMed","15320712","15320712","","Creating chemical diversity to target protein kinases.","Comb. Chem. High Throughput Screen.","2004","Li B;Liu Y;Uno T;Gray N.","https://pubmed.ncbi.nlm.nih.gov/15320712/"
"InterPro:IPR008266:1:7b1381b5","JAK3","P52333","InterPro","IPR008266","entry_literature","InterPro_entry_literature","PubMed","15845350","15845350","10.1016/j.bbrc.2005.03.012","Src kinase regulation by phosphorylation and dephosphorylation.","Biochem. Biophys. Res. Commun.","2005","Roskoski R Jr.","https://pubmed.ncbi.nlm.nih.gov/15845350/"
"InterPro:IPR008266:1:7b1381b5","JAK3","P52333","InterPro","IPR008266","entry_literature","InterPro_entry_literature","PubMed","16700535","16700535","10.1021/bi060609y","Role of receptor tyrosine kinase transmembrane domains in cell signaling and human pathologies.","Biochemistry","2006","Li E;Hristova K.","https://pubmed.ncbi.nlm.nih.gov/16700535/"
"InterPro:IPR008266:1:7b1381b5","JAK3","P52333","InterPro","IPR008266","entry_literature","InterPro_entry_literature","PubMed","19275641","19275641","10.2174/138161209787582219","Receptor tyrosine kinase inhibitors as potent weapons in war against cancers.","Curr. Pharm. Des.","2009","Sharma PS;Sharma R;Tyagi T.","https://pubmed.ncbi.nlm.nih.gov/19275641/"
"InterPro:IPR008266:1:7b1381b5","JAK3","P52333","InterPro","IPR008266","entry_literature","InterPro_entry_literature","PubMed","15078142","15078142","10.2174/1381612043452695","High-throughput structural biology in drug discovery: protein kinases.","Curr. Pharm. Des.","2004","Stout TJ;Foster PG;Matthews DJ.","https://pubmed.ncbi.nlm.nih.gov/15078142/"
"InterPro:IPR011009:1:6ee05de3","JAK3","P52333","InterPro","IPR011009","entry_literature","InterPro_entry_literature","PubMed","11090628","11090628","10.1016/S1097-2765(05)00089-4","Structural determinants of phosphoinositide 3-kinase inhibition by wortmannin, LY294002, quercetin, myricetin, and staurosporine.","Mol. Cell","2000","Walker EH;Pacold ME;Perisic O;Stephens L;Hawkins PT;Wymann MP;Williams RL.","https://pubmed.ncbi.nlm.nih.gov/11090628/"
"InterPro:IPR011009:1:6ee05de3","JAK3","P52333","InterPro","IPR011009","entry_literature","InterPro_entry_literature","PubMed","12191603","12191603","10.1016/S0163-7258(02)00180-8","Structural aspects of protein kinase control-role of conformational flexibility.","Pharmacol. Ther.","2002","Engh RA;Bossemeyer D.","https://pubmed.ncbi.nlm.nih.gov/12191603/"
"InterPro:IPR011009:1:6ee05de3","JAK3","P52333","InterPro","IPR011009","entry_literature","InterPro_entry_literature","PubMed","11467935","11467935","10.1021/bi010504p","Structural analyses of nucleotide binding to an aminoglycoside phosphotransferase.","Biochemistry","2001","Burk DL;Hon WC;Leung AK;Berghuis AM.","https://pubmed.ncbi.nlm.nih.gov/11467935/"
"InterPro:IPR011009:1:6ee05de3","JAK3","P52333","InterPro","IPR011009","entry_literature","InterPro_entry_literature","PubMed","12791258","12791258","10.1016/S0969-2126(03)00094-7","The crystal structure of choline kinase reveals a eukaryotic protein kinase fold.","Structure","2003","Peisach D;Gee P;Kent C;Xu Z.","https://pubmed.ncbi.nlm.nih.gov/12791258/"
"InterPro:IPR011009:1:6ee05de3","JAK3","P52333","InterPro","IPR011009","entry_literature","InterPro_entry_literature","PubMed","7768349","7768349","","Protein kinases 6. The eukaryotic protein kinase superfamily: kinase (catalytic) domain structure and classification.","FASEB J.","1995","Hanks SK;Hunter T.","https://pubmed.ncbi.nlm.nih.gov/7768349/"
"InterPro:IPR011009:1:6ee05de3","JAK3","P52333","InterPro","IPR011009","entry_literature","InterPro_entry_literature","PubMed","1835513","1835513","10.1016/0076-6879(91)00125-G","Protein kinase classification.","Meth. Enzymol.","1991","Hunter T.","https://pubmed.ncbi.nlm.nih.gov/1835513/"
"InterPro:IPR011009:1:6ee05de3","JAK3","P52333","InterPro","IPR011009","entry_literature","InterPro_entry_literature","PubMed","1956325","1956325","10.1016/0076-6879(91)00126-H","Protein kinase catalytic domain sequence database: identification of conserved features of primary structure and classification of family members.","Meth. Enzymol.","1991","Hanks SK;Quinn AM.","https://pubmed.ncbi.nlm.nih.gov/1956325/"
"InterPro:IPR011009:1:6ee05de3","JAK3","P52333","InterPro","IPR011009","entry_literature","InterPro_entry_literature","PubMed","3291115","3291115","","The protein kinase family: conserved features and deduced phylogeny of the catalytic domains.","Science","1988","Hanks SK;Quinn AM;Hunter T.","https://pubmed.ncbi.nlm.nih.gov/3291115/"
"InterPro:IPR011009:1:6ee05de3","JAK3","P52333","InterPro","IPR011009","entry_literature","InterPro_entry_literature","PubMed","1862342","1862342","","Crystal structure of the catalytic subunit of cyclic adenosine monophosphate-dependent protein kinase.","Science","1991","Knighton DR;Zheng JH;Ten Eyck LF;Ashford VA;Xuong NH;Taylor SS;Sowadski JM.","https://pubmed.ncbi.nlm.nih.gov/1862342/"
"InterPro:IPR011009:1:6ee05de3","JAK3","P52333","InterPro","IPR011009","entry_literature","InterPro_entry_literature","PubMed","12734000","12734000","10.1186/gb-2003-4-5-111","Genomic analysis of the eukaryotic protein kinase superfamily: a perspective.","Genome Biol.","2003","Hanks SK.","https://pubmed.ncbi.nlm.nih.gov/12734000/"
"InterPro:IPR011009:1:6ee05de3","JAK3","P52333","InterPro","IPR011009","entry_literature","InterPro_entry_literature","PubMed","12368087","12368087","10.1016/S0968-0004(02)02179-5","Evolution of protein kinase signaling from yeast to man.","Trends Biochem. Sci.","2002","Manning G;Plowman GD;Hunter T;Sudarsanam S.","https://pubmed.ncbi.nlm.nih.gov/12368087/"
"InterPro:IPR011009:1:6ee05de3","JAK3","P52333","InterPro","IPR011009","entry_literature","InterPro_entry_literature","PubMed","12471243","12471243","10.1126/science.1075762","The protein kinase complement of the human genome.","Science","2002","Manning G;Whyte DB;Martinez R;Hunter T;Sudarsanam S.","https://pubmed.ncbi.nlm.nih.gov/12471243/"
"InterPro:IPR011009:1:6ee05de3","JAK3","P52333","InterPro","IPR011009","entry_literature","InterPro_entry_literature","PubMed","15078142","15078142","10.2174/1381612043452695","High-throughput structural biology in drug discovery: protein kinases.","Curr. Pharm. Des.","2004","Stout TJ;Foster PG;Matthews DJ.","https://pubmed.ncbi.nlm.nih.gov/15078142/"
"InterPro:IPR011009:1:6ee05de3","JAK3","P52333","InterPro","IPR011009","entry_literature","InterPro_entry_literature","PubMed","15320712","15320712","","Creating chemical diversity to target protein kinases.","Comb. Chem. High Throughput Screen.","2004","Li B;Liu Y;Uno T;Gray N.","https://pubmed.ncbi.nlm.nih.gov/15320712/"
"InterPro:IPR011009:2:2f826d53","JAK3","P52333","InterPro","IPR011009","entry_literature","InterPro_entry_literature","PubMed","11090628","11090628","10.1016/S1097-2765(05)00089-4","Structural determinants of phosphoinositide 3-kinase inhibition by wortmannin, LY294002, quercetin, myricetin, and staurosporine.","Mol. Cell","2000","Walker EH;Pacold ME;Perisic O;Stephens L;Hawkins PT;Wymann MP;Williams RL.","https://pubmed.ncbi.nlm.nih.gov/11090628/"
"InterPro:IPR011009:2:2f826d53","JAK3","P52333","InterPro","IPR011009","entry_literature","InterPro_entry_literature","PubMed","12191603","12191603","10.1016/S0163-7258(02)00180-8","Structural aspects of protein kinase control-role of conformational flexibility.","Pharmacol. Ther.","2002","Engh RA;Bossemeyer D.","https://pubmed.ncbi.nlm.nih.gov/12191603/"
