"n_subjects","best_1d_cluster","minimum_1d_diameter","best_1d_joint_p","best_3d_cluster","minimum_3d_diameter","best_3d_joint_p"
2,"cluster_0021",0,1,"cluster_0021",0,1
3,"cluster_0020",0,0.947019867549669,"cluster_0020",0,0.947019867549669
4,"cluster_0001",0,0.152317880794702,"cluster_0001",0,0.152317880794702
5,"cluster_0018",4,0.721854304635762,"cluster_0018",8.70118089686682,0.781456953642384
6,"cluster_0002",0,0.152317880794702,"cluster_0002",0,0.152317880794702
7,"cluster_0003",2,0.152317880794702,"cluster_0003",6.01881142751623,0.152317880794702
8,"cluster_0014",7,0.152317880794702,"cluster_0014",19.8884561743741,1
9,"cluster_0004",8,0.152317880794702,"cluster_0004",10.8276047212668,0.152317880794702
11,"cluster_0005",14,0.152317880794702,"cluster_0005",17.3730891035532,0.152317880794702
13,"cluster_0011",24,0.152317880794702,"cluster_0009",21.5980108574841,0.152317880794702
14,"cluster_0012",52,0.152317880794702,"cluster_0012",31.9796167738139,0.913907284768212
18,"cluster_0013",103,0.152317880794702,"cluster_0013",52.2636702308592,0.986754966887417
20,"cluster_0008",429,0.980132450331126,"cluster_0008",35.1638721132926,0.152317880794702
31,"cluster_0010",176,0.152317880794702,"cluster_0010",52.2636702308592,0.251655629139073
32,"cluster_0007",429,0.251655629139073,"cluster_0007",52.2636702308592,0.152317880794702
35,"cluster_0006",445,0.152317880794702,"cluster_0006",68.4787523615902,0.152317880794702
38,"cluster_0019",702,1,"cluster_0019",80.4548237273565,0.748344370860927
